SIPP,PickupDateFrom,PickupLocationCode,Duration,CurrentSellPrice,Netrate
HDMR,6/09/2023,Porto Airport,11,14.43,7
CGMR,9/09/2023,Porto Airport,28,17.71,17.5
CGAR,11/09/2023,Porto Airport,25,32.48,26.3
CGMR,9/09/2023,Porto Airport,18,17.71,15.8
DDMR,11/09/2023,Porto Airport,25,18.26,16.8
NBMH,4/09/2023,Porto Airport,15,14.41,8.5
NBMH,4/09/2023,Porto Airport,3,16.51,8
CDAR,5/09/2023,Porto Airport,28,32.7,26
CDAR,5/09/2023,Porto Airport,11,32.7,16.5
CDAR,5/09/2023,Porto Airport,18,32.7,21
CDAR,5/09/2023,Porto Airport,13,32.7,16.5
CDAR,5/09/2023,Porto Airport,7,32.7,16
CWMR,5/09/2023,Porto Airport,26,27.12,22.3
CWMR,5/09/2023,Porto Airport,1,44.74,22
CWMR,5/09/2023,Porto Airport,3,35.02,22
HDMR,6/09/2023,Porto Airport,31,15.76,12.8
HDMR,6/09/2023,Porto Airport,12,14.43,7
CGMR,9/09/2023,Porto Airport,15,17.71,15.8
CGMR,9/09/2023,Porto Airport,30,17.71,17.5
CGMR,9/09/2023,Porto Airport,21,17.71,17.3
HDMR,6/09/2023,Porto Airport,19,15.76,8.8
CGMR,9/09/2023,Porto Airport,23,17.71,17.3
NBMH,4/09/2023,Porto Airport,10,14.62,6.7
NBMH,4/09/2023,Porto Airport,16,14.41,8.5
NBMH,4/09/2023,Porto Airport,24,14.41,8.8
NBMH,4/09/2023,Porto Airport,28,14.41,11.8
NBMH,4/09/2023,Porto Airport,20,14.41,8.5
NBMH,4/09/2023,Porto Airport,30,14.41,11.8
NBMH,4/09/2023,Porto Airport,5,18.66,7.1
NBMH,4/09/2023,Porto Airport,9,14.62,6.7
NBMH,4/09/2023,Porto Airport,13,14.62,6.7
NBMH,4/09/2023,Porto Airport,6,18.66,7.1
CDAR,11/09/2023,Porto Airport,17,31.98,21
HDMR,11/09/2023,Porto Airport,17,15.76,8.8
DDMR,15/09/2023,Porto Airport,17,18.86,16.1
CWMR,15/09/2023,Porto Airport,17,24.18,23
HDMR,15/09/2023,Porto Airport,17,16.36,8.8
MCMR,15/09/2023,Porto Airport,17,16.16,8.4
CDMR,15/09/2023,Porto Airport,17,18.36,15.1
MCMR,11/09/2023,Porto Airport,17,15.56,8.4
DDMR,22/09/2023,Porto Airport,16,16.86,16.1
CGMR,29/09/2023,Porto Airport,16,17.36,15.8
CWMR,22/09/2023,Porto Airport,16,19.08,23
CDMR,22/09/2023,Porto Airport,16,16.36,15.1
NBMH,22/09/2023,Porto Airport,16,14.06,8.5
CWMR,29/09/2023,Porto Airport,16,19.08,23
HDMR,18/09/2023,Porto Airport,16,15.15,8.8
MCMR,18/09/2023,Porto Airport,16,14.95,8.4
CDMR,18/09/2023,Porto Airport,16,17.15,15.1
NBMH,15/09/2023,Porto Airport,16,16.06,8.5
EDAR,15/09/2023,Porto Airport,16,26.31,20.5
MCMR,25/09/2023,Porto Airport,16,14.95,8.4
NBMH,18/09/2023,Porto Airport,16,14.85,8.5
NBMH,25/09/2023,Porto Airport,16,14.85,8.5
EDAR,18/09/2023,Porto Airport,16,20.27,20.5
MDMR,22/09/2023,Porto Airport,16,14.26,8.6
MDMR,15/09/2023,Porto Airport,16,16.26,8.6
CDAR,29/09/2023,Porto Airport,16,20.83,21
CGAR,15/09/2023,Porto Airport,16,27.31,21.5
CGAR,22/09/2023,Porto Airport,16,21.33,21.5
CDMR,11/09/2023,Porto Airport,16,17.76,15.1
EDAR,11/09/2023,Porto Airport,16,31.48,20.5
DDMR,11/09/2023,Porto Airport,16,18.26,16.1
EDAR,4/09/2023,Porto Airport,11,32.2,16
EDAR,4/09/2023,Porto Airport,19,30.57,20.5
EDAR,4/09/2023,Porto Airport,24,30.57,25.3
EDAR,4/09/2023,Porto Airport,29,30.57,25.3
EDAR,4/09/2023,Porto Airport,7,32.2,15.5
EDAR,4/09/2023,Porto Airport,30,30.57,25.3
EDAR,4/09/2023,Porto Airport,23,30.57,25.3
CDAR,9/09/2023,Porto Airport,26,31.07,25.8
CDAR,9/09/2023,Porto Airport,1,53.09,18.3
CDAR,9/09/2023,Porto Airport,19,31.07,21
CDAR,9/09/2023,Porto Airport,3,37.84,18.3
CDAR,9/09/2023,Porto Airport,27,31.07,25.8
CDAR,9/09/2023,Porto Airport,16,31.07,21
MCMR,6/09/2023,Porto Airport,22,15.56,8.7
NBMH,11/09/2023,Porto Airport,29,15.46,11.8
MCMR,6/09/2023,Porto Airport,25,15.56,8.7
MCMR,6/09/2023,Porto Airport,1,27.53,7.9
MCMR,6/09/2023,Porto Airport,6,17.14,7
MCMR,11/09/2023,Porto Airport,28,15.56,11.7
CDAR,9/09/2023,Porto Airport,4,37.84,16
MCMR,6/09/2023,Porto Airport,20,15.56,8.4
MCMR,6/09/2023,Porto Airport,4,16.62,7
MCMR,6/09/2023,Porto Airport,15,15.56,8.4
MCMR,6/09/2023,Porto Airport,17,15.56,8.4
MCMR,6/09/2023,Porto Airport,2,27.53,7.9
MCMR,6/09/2023,Porto Airport,23,15.56,8.7
MCMR,6/09/2023,Porto Airport,13,14.23,6.6
MDMR,29/09/2023,Porto Airport,28,14.26,12.6
CGAR,29/09/2023,Porto Airport,28,21.33,26.8
DDMR,29/09/2023,Porto Airport,28,16.86,17.6
MCMR,6/09/2023,Porto Airport,24,15.56,8.7
NBMH,22/09/2023,Porto Airport,14,14.06,6.7
CWMR,29/09/2023,Porto Airport,14,19.08,18
HDMR,18/09/2023,Porto Airport,14,15.15,7
MCMR,18/09/2023,Porto Airport,14,14.95,6.6
CDMR,18/09/2023,Porto Airport,14,17.15,11
NBMH,15/09/2023,Porto Airport,14,16.06,6.7
EDAR,15/09/2023,Porto Airport,14,26.31,16
CDMR,11/09/2023,Porto Airport,14,17.76,11
EDAR,11/09/2023,Porto Airport,14,31.48,16
CDMR,22/09/2023,Porto Airport,14,16.36,11
NBMH,11/09/2023,Porto Airport,14,15.46,6.7
MDMR,3/09/2023,Porto Airport,4,17.28,7.3
MDMR,3/09/2023,Porto Airport,19,14.69,8.6
MDMR,3/09/2023,Porto Airport,14,14.69,6.8
MDMR,3/09/2023,Porto Airport,6,16.66,7.3
MDMR,3/09/2023,Porto Airport,28,14.69,12.6
MDMR,3/09/2023,Porto Airport,24,14.69,9
MDMR,3/09/2023,Porto Airport,5,16.66,7.3
EDAR,11/09/2023,Porto Airport,10,27.97,16
MCMR,11/09/2023,Porto Airport,10,15.2,6.6
CDMR,11/09/2023,Porto Airport,10,17.4,11
MDMR,29/09/2023,Porto Airport,31,14.26,12.6
CGAR,29/09/2023,Porto Airport,31,21.33,26.8
DDMR,29/09/2023,Porto Airport,31,16.86,17.6
DDMR,15/09/2023,Porto Airport,31,18.86,17.6
CWMR,15/09/2023,Porto Airport,31,24.18,24.3
HDMR,15/09/2023,Porto Airport,31,16.36,12.8
MCMR,15/09/2023,Porto Airport,31,16.16,11.7
CDMR,15/09/2023,Porto Airport,31,18.36,16.6
MDMR,18/09/2023,Porto Airport,31,15.05,12.6
CDMR,25/09/2023,Porto Airport,31,17.15,16.6
CWMR,5/09/2023,Porto Airport,4,35.02,17.5
CWMR,5/09/2023,Porto Airport,24,27.12,22.3
MCMR,11/09/2023,Porto Airport,23,15.56,8.7
CGMR,5/09/2023,Porto Airport,9,17.92,13.8
HDMR,6/09/2023,Porto Airport,20,15.76,8.8
HDMR,6/09/2023,Porto Airport,27,15.76,9.3
HDMR,6/09/2023,Porto Airport,8,14.43,7
EDAR,4/09/2023,Porto Airport,9,32.2,16
EDAR,4/09/2023,Porto Airport,5,36.63,15.5
EDAR,4/09/2023,Porto Airport,17,30.57,20.5
EDAR,4/09/2023,Porto Airport,22,30.57,25.3
EDAR,4/09/2023,Porto Airport,12,32.2,16
CGMR,2/09/2023,Porto Airport,15,18.62,15.8
CGMR,2/09/2023,Porto Airport,30,18.62,17.5
CDAR,2/09/2023,Porto Airport,2,70.51,18.3
EDAR,22/09/2023,Porto Airport,31,20.33,25.3
CGMR,22/09/2023,Porto Airport,31,17.36,17.5
CGMR,2/09/2023,Porto Airport,23,18.62,17.3
HDMR,6/09/2023,Porto Airport,5,17.34,7.5
HDMR,6/09/2023,Porto Airport,14,15.76,7
EDAR,4/09/2023,Porto Airport,2,55.49,16.5
CGMR,5/09/2023,Porto Airport,10,17.92,13.8
CGMR,9/09/2023,Porto Airport,22,17.71,17.3
CGMR,9/09/2023,Porto Airport,24,17.71,17.3
CGMR,9/09/2023,Porto Airport,4,22.66,13.3
CGMR,9/09/2023,Porto Airport,11,17.82,13.8
CGMR,9/09/2023,Porto Airport,3,22.66,13.4
CGMR,5/09/2023,Porto Airport,14,18.6,13.8
CGMR,5/09/2023,Porto Airport,20,18.6,15.8
CGMR,5/09/2023,Porto Airport,28,18.6,17.5
CGMR,5/09/2023,Porto Airport,18,18.6,15.8
NBMH,4/09/2023,Porto Airport,4,16.51,7.1
NBMH,4/09/2023,Porto Airport,25,14.41,8.8
NBMH,4/09/2023,Porto Airport,14,14.41,6.7
NBMH,4/09/2023,Porto Airport,7,14.62,7.1
NBMH,4/09/2023,Porto Airport,1,26.82,8
NBMH,4/09/2023,Porto Airport,2,26.82,8
NBMH,4/09/2023,Porto Airport,12,14.62,6.7
NBMH,4/09/2023,Porto Airport,19,14.41,8.5
NBMH,4/09/2023,Porto Airport,29,14.41,11.8
NBMH,4/09/2023,Porto Airport,26,14.41,8.8
CWMR,2/09/2023,Porto Airport,4,33.5,17.5
CWMR,2/09/2023,Porto Airport,24,26.04,22.3
CGMR,2/09/2023,Porto Airport,9,17.51,13.8
CGMR,2/09/2023,Porto Airport,10,17.51,13.8
CDMR,22/09/2023,Porto Airport,31,16.36,16.6
NBMH,22/09/2023,Porto Airport,31,14.06,11.8
CWMR,29/09/2023,Porto Airport,31,19.08,24.3
HDMR,6/09/2023,Porto Airport,7,14.43,7.5
HDMR,6/09/2023,Porto Airport,30,15.76,12.8
CGMR,2/09/2023,Porto Airport,14,18.62,13.8
CGMR,2/09/2023,Porto Airport,20,18.62,15.8
CGMR,2/09/2023,Porto Airport,28,18.62,17.5
CGMR,2/09/2023,Porto Airport,18,18.62,15.8
NBMH,4/09/2023,Porto Airport,8,14.62,6.7
EDAR,4/09/2023,Porto Airport,26,30.57,25.3
EDAR,11/09/2023,Porto Airport,31,31.48,25.3
CDAR,22/09/2023,Porto Airport,31,20.83,26
CWMR,5/09/2023,Porto Airport,29,27.12,24.3
CGMR,15/09/2023,Porto Airport,31,19.36,17.5
CDAR,15/09/2023,Porto Airport,31,26.81,26
MDMR,11/09/2023,Porto Airport,31,15.66,12.6
CGMR,2/09/2023,Porto Airport,19,18.62,15.8
CGMR,2/09/2023,Porto Airport,1,30.12,13.4
EDAR,4/09/2023,Porto Airport,4,32.21,15.5
CGMR,2/09/2023,Porto Airport,2,30.12,13.4
EDAR,4/09/2023,Porto Airport,28,30.57,25.3
NBMH,11/09/2023,Porto Airport,23,15.46,8.8
CGMR,2/09/2023,Porto Airport,26,18.62,17.3
CGMR,9/09/2023,Porto Airport,6,21.96,13.3
CGMR,5/09/2023,Porto Airport,15,18.6,15.8
CGMR,5/09/2023,Porto Airport,30,18.6,17.5
CGMR,5/09/2023,Porto Airport,21,18.6,17.3
CGMR,9/09/2023,Porto Airport,16,17.71,15.8
MCMR,11/09/2023,Porto Airport,29,15.56,11.7
CGMR,9/09/2023,Porto Airport,25,17.71,17.3
CGMR,9/09/2023,Porto Airport,17,17.71,15.8
CGMR,9/09/2023,Porto Airport,29,17.71,17.5
CGMR,9/09/2023,Porto Airport,12,17.82,13.8
CGMR,9/09/2023,Porto Airport,27,17.71,17.3
CGMR,9/09/2023,Porto Airport,31,17.71,17.5
CGMR,9/09/2023,Porto Airport,7,17.82,13.3
HDMR,6/09/2023,Porto Airport,24,15.76,9.3
CGMR,9/09/2023,Porto Airport,13,17.82,13.8
CGMR,9/09/2023,Porto Airport,5,21.96,13.3
HDMR,6/09/2023,Porto Airport,9,14.43,7
CGMR,9/09/2023,Porto Airport,9,17.82,13.8
HDMR,6/09/2023,Porto Airport,25,15.76,9.3
CGMR,9/09/2023,Porto Airport,10,17.82,13.8
HDMR,6/09/2023,Porto Airport,2,27.73,8.5
HDMR,6/09/2023,Porto Airport,21,15.76,9.3
HDMR,6/09/2023,Porto Airport,17,15.76,8.8
HDMR,6/09/2023,Porto Airport,28,15.76,12.8
CGMR,9/09/2023,Porto Airport,14,17.71,13.8
CGAR,11/09/2023,Porto Airport,31,32.48,26.8
DDMR,11/09/2023,Porto Airport,31,18.26,17.6
CWMR,11/09/2023,Porto Airport,31,23.59,24.3
CGMR,11/09/2023,Porto Airport,31,18.76,17.5
CDAR,11/09/2023,Porto Airport,31,31.98,26
HDMR,11/09/2023,Porto Airport,31,15.76,12.8
CDAR,15/09/2023,Porto Airport,24,26.81,25.8
MDMR,11/09/2023,Porto Airport,24,15.66,9
HDMR,6/09/2023,Porto Airport,23,15.76,9.3
CGAR,11/09/2023,Porto Airport,24,32.48,26.3
DDMR,11/09/2023,Porto Airport,24,18.26,16.8
HDMR,6/09/2023,Porto Airport,10,14.43,7
CWMR,11/09/2023,Porto Airport,24,23.59,22.3
HDMR,6/09/2023,Porto Airport,1,27.73,8.5
CGMR,18/09/2023,Porto Airport,24,18.15,17.3
DDMR,25/09/2023,Porto Airport,24,17.65,16.8
CDAR,18/09/2023,Porto Airport,24,20.77,25.8
DDMR,18/09/2023,Porto Airport,24,17.65,16.8
HDMR,6/09/2023,Porto Airport,29,15.76,12.8
CWMR,18/09/2023,Porto Airport,24,20.95,22.3
MDMR,18/09/2023,Porto Airport,24,15.05,9
CDMR,25/09/2023,Porto Airport,24,17.15,15.8
CGAR,18/09/2023,Porto Airport,24,21.27,26.3
CGMR,5/09/2023,Porto Airport,12,17.92,13.8
CGMR,5/09/2023,Porto Airport,27,18.6,17.3
CGMR,5/09/2023,Porto Airport,31,18.6,17.5
CGMR,5/09/2023,Porto Airport,7,17.92,13.3
SFAR,4/09/2023,Porto Airport,22,37.88,31.6
SFAR,4/09/2023,Porto Airport,31,37.88,32.2
SFAR,4/09/2023,Porto Airport,12,39.84,20.4
SFAR,4/09/2023,Porto Airport,29,37.88,32.2
CWMR,11/09/2023,Porto Airport,16,23.59,23
CGMR,11/09/2023,Porto Airport,16,18.76,15.8
CDAR,11/09/2023,Porto Airport,16,31.98,21
HDMR,11/09/2023,Porto Airport,16,15.76,8.8
DDMR,15/09/2023,Porto Airport,16,18.86,16.1
CWMR,15/09/2023,Porto Airport,16,24.18,23
HDMR,15/09/2023,Porto Airport,16,16.36,8.8
MCMR,15/09/2023,Porto Airport,16,16.16,8.4
CDMR,15/09/2023,Porto Airport,16,18.36,15.1
CGMR,18/09/2023,Porto Airport,16,18.15,15.8
DDMR,25/09/2023,Porto Airport,16,17.65,16.1
CDMR,25/09/2023,Porto Airport,16,17.15,15.1
CGAR,18/09/2023,Porto Airport,16,21.27,21.5
MDMR,29/09/2023,Porto Airport,16,14.26,8.6
CGAR,29/09/2023,Porto Airport,16,21.33,21.5
DDMR,29/09/2023,Porto Airport,16,16.86,16.1
CDAR,18/09/2023,Porto Airport,16,20.77,21
DDMR,18/09/2023,Porto Airport,16,17.65,16.1
CWMR,18/09/2023,Porto Airport,16,20.95,23
MDMR,18/09/2023,Porto Airport,16,15.05,8.6
NBMH,11/09/2023,Porto Airport,16,15.46,8.5
MDMR,29/09/2023,Porto Airport,15,14.26,8.6
CGAR,29/09/2023,Porto Airport,15,21.33,21.5
DDMR,29/09/2023,Porto Airport,15,16.86,16.1
NBMH,11/09/2023,Porto Airport,15,15.46,8.5
NBMH,29/09/2023,Porto Airport,31,14.06,11.8
EDAR,29/09/2023,Porto Airport,31,20.33,25.3
MCMR,18/09/2023,Porto Airport,31,14.95,11.7
CDMR,18/09/2023,Porto Airport,31,17.15,16.6
DDMR,22/09/2023,Porto Airport,31,16.86,17.6
CGMR,29/09/2023,Porto Airport,31,17.36,17.5
CGMR,2/09/2023,Porto Airport,8,17.51,13.8
CGMR,2/09/2023,Porto Airport,22,18.62,17.3
CGMR,2/09/2023,Porto Airport,24,18.62,17.3
CDAR,9/09/2023,Porto Airport,15,31.07,21
CDAR,9/09/2023,Porto Airport,8,28.38,16.5
CGMR,2/09/2023,Porto Airport,4,19.96,13.3
CDAR,9/09/2023,Porto Airport,20,31.07,21
CGMR,5/09/2023,Porto Airport,19,18.6,15.8
CGMR,5/09/2023,Porto Airport,1,30.12,13.4
CGMR,5/09/2023,Porto Airport,2,30.12,13.4
CGMR,5/09/2023,Porto Airport,26,18.6,17.3
EDAR,4/09/2023,Porto Airport,13,32.2,16
EDAR,4/09/2023,Porto Airport,27,30.57,25.3
EDAR,4/09/2023,Porto Airport,18,30.57,20.5
EDAR,4/09/2023,Porto Airport,21,30.57,25.3
EDAR,4/09/2023,Porto Airport,25,30.57,25.3
EDAR,4/09/2023,Porto Airport,6,36.63,15.5
SFAR,4/09/2023,Porto Airport,30,37.88,32.2
SFAR,4/09/2023,Porto Airport,8,39.84,20.4
SFAR,4/09/2023,Porto Airport,3,39.85,22.6
SFAR,4/09/2023,Porto Airport,21,37.88,31.6
CGMR,18/09/2023,Porto Airport,22,18.15,17.3
DDMR,25/09/2023,Porto Airport,22,17.65,16.8
CDAR,18/09/2023,Porto Airport,22,20.77,25.8
DDMR,18/09/2023,Porto Airport,22,17.65,16.8
CWMR,18/09/2023,Porto Airport,22,20.95,22.3
MDMR,18/09/2023,Porto Airport,22,15.05,9
CDMR,25/09/2023,Porto Airport,22,17.15,15.8
CGAR,18/09/2023,Porto Airport,22,21.27,26.3
EDAR,22/09/2023,Porto Airport,22,20.33,25.3
CGMR,2/09/2023,Porto Airport,11,17.51,13.8
CDAR,9/09/2023,Porto Airport,2,53.09,18.3
EDAR,4/09/2023,Porto Airport,15,30.57,20.5
EDAR,4/09/2023,Porto Airport,10,32.2,16
EDAR,4/09/2023,Porto Airport,16,30.57,20.5
EDAR,4/09/2023,Porto Airport,1,55.49,16.5
EDAR,4/09/2023,Porto Airport,8,32.2,16
CDMR,6/09/2023,Porto Airport,15,17.76,15.1
HDMR,5/09/2023,Porto Airport,13,14.92,7
HDMR,5/09/2023,Porto Airport,6,18.18,7.5
HDMR,5/09/2023,Porto Airport,26,15.6,9.3
HDMR,5/09/2023,Porto Airport,20,15.6,8.8
HDMR,5/09/2023,Porto Airport,27,15.6,9.3
HDMR,5/09/2023,Porto Airport,8,14.92,7
HDMR,5/09/2023,Porto Airport,5,18.18,7.5
HDMR,5/09/2023,Porto Airport,14,15.6,7
HDMR,5/09/2023,Porto Airport,24,15.6,9.3
HDMR,5/09/2023,Porto Airport,9,14.92,7
HDMR,5/09/2023,Porto Airport,25,15.6,9.3
HDMR,5/09/2023,Porto Airport,2,27.12,8.5
HDMR,5/09/2023,Porto Airport,21,15.6,9.3
HDMR,5/09/2023,Porto Airport,17,15.6,8.8
CDMR,6/09/2023,Porto Airport,19,17.76,15.1
CDMR,6/09/2023,Porto Airport,5,19.34,11.3
CDMR,6/09/2023,Porto Airport,22,17.76,15.8
CDMR,6/09/2023,Porto Airport,25,17.76,15.8
CDMR,6/09/2023,Porto Airport,30,17.76,16.6
CDMR,6/09/2023,Porto Airport,29,17.76,16.6
CDMR,6/09/2023,Porto Airport,24,17.76,15.8
CDMR,6/09/2023,Porto Airport,12,16.43,11
CDMR,6/09/2023,Porto Airport,18,17.76,15.1
CGAR,5/09/2023,Porto Airport,18,33.2,21.5
MCMR,22/09/2023,Porto Airport,21,14.16,8.7
CGMR,15/09/2023,Porto Airport,21,19.36,17.3
CDAR,15/09/2023,Porto Airport,21,26.81,25.8
MDMR,11/09/2023,Porto Airport,21,15.66,9
CGAR,11/09/2023,Porto Airport,21,32.48,26.3
DDMR,11/09/2023,Porto Airport,21,18.26,16.8
CWMR,11/09/2023,Porto Airport,21,23.59,22.3
CGMR,11/09/2023,Porto Airport,21,18.76,17.3
CDAR,11/09/2023,Porto Airport,21,31.98,25.8
HDMR,11/09/2023,Porto Airport,21,15.76,9.3
DDMR,15/09/2023,Porto Airport,21,18.86,16.8
CGMR,18/09/2023,Porto Airport,21,18.15,17.3
DDMR,25/09/2023,Porto Airport,21,17.65,16.8
CDAR,18/09/2023,Porto Airport,21,20.77,25.8
DDMR,18/09/2023,Porto Airport,21,17.65,16.8
CWMR,18/09/2023,Porto Airport,21,20.95,22.3
MDMR,18/09/2023,Porto Airport,21,15.05,9
CDMR,25/09/2023,Porto Airport,21,17.15,15.8
CGAR,18/09/2023,Porto Airport,21,21.27,26.3
EDAR,22/09/2023,Porto Airport,21,20.33,25.3
SFAR,4/09/2023,Porto Airport,25,37.88,31.6
CGMR,22/09/2023,Porto Airport,21,17.36,17.3
CDAR,22/09/2023,Porto Airport,21,20.83,25.8
HDMR,2/09/2023,Porto Airport,3,16.96,8.5
HDMR,2/09/2023,Porto Airport,16,15.62,8.8
HDMR,22/09/2023,Porto Airport,21,14.36,9.3
CWMR,15/09/2023,Porto Airport,21,24.18,22.3
HDMR,15/09/2023,Porto Airport,21,16.36,9.3
MCMR,15/09/2023,Porto Airport,21,16.16,8.7
CDMR,15/09/2023,Porto Airport,21,18.36,15.8
HDMR,2/09/2023,Porto Airport,22,15.62,9.3
CGMR,22/09/2023,Porto Airport,22,17.36,17.3
CDAR,22/09/2023,Porto Airport,22,20.83,25.8
CGMR,2/09/2023,Porto Airport,3,19.96,13.4
CGMR,2/09/2023,Porto Airport,6,21.96,13.3
CGMR,2/09/2023,Porto Airport,16,18.62,15.8
HDMR,22/09/2023,Porto Airport,22,14.36,9.3
MCMR,22/09/2023,Porto Airport,22,14.16,8.7
CGMR,15/09/2023,Porto Airport,22,19.36,17.3
CDAR,15/09/2023,Porto Airport,22,26.81,25.8
CGMR,2/09/2023,Porto Airport,25,18.62,17.3
MDMR,11/09/2023,Porto Airport,22,15.66,9
CGAR,11/09/2023,Porto Airport,22,32.48,26.3
DDMR,11/09/2023,Porto Airport,22,18.26,16.8
CWMR,11/09/2023,Porto Airport,22,23.59,22.3
CGMR,11/09/2023,Porto Airport,22,18.76,17.3
CDAR,11/09/2023,Porto Airport,22,31.98,25.8
HDMR,11/09/2023,Porto Airport,22,15.76,9.3
DDMR,15/09/2023,Porto Airport,22,18.86,16.8
CWMR,15/09/2023,Porto Airport,22,24.18,22.3
HDMR,15/09/2023,Porto Airport,22,16.36,9.3
MCMR,15/09/2023,Porto Airport,22,16.16,8.7
CDMR,15/09/2023,Porto Airport,22,18.36,15.8
SFAR,4/09/2023,Porto Airport,9,39.84,20.4
SFAR,4/09/2023,Porto Airport,27,37.88,31.6
CDMR,18/09/2023,Porto Airport,21,17.15,15.8
CGMR,5/09/2023,Porto Airport,8,17.92,13.8
CDAR,9/09/2023,Porto Airport,5,37.13,16
CDAR,9/09/2023,Porto Airport,30,31.07,26
CDAR,9/09/2023,Porto Airport,12,28.38,16.5
CDAR,9/09/2023,Porto Airport,31,31.07,26
CDAR,9/09/2023,Porto Airport,10,28.38,16.5
CDAR,9/09/2023,Porto Airport,6,37.13,16
SFAR,4/09/2023,Porto Airport,26,37.88,31.6
SFAR,4/09/2023,Porto Airport,2,67.79,22.6
SFAR,4/09/2023,Porto Airport,18,37.88,25.8
SFAR,4/09/2023,Porto Airport,19,37.88,25.8
SFAR,4/09/2023,Porto Airport,10,39.84,20.4
SFAR,4/09/2023,Porto Airport,23,37.88,31.6
SFAR,4/09/2023,Porto Airport,5,45.16,19.8
CDAR,9/09/2023,Porto Airport,29,31.07,26
CGMR,5/09/2023,Porto Airport,22,18.6,17.3
CGMR,5/09/2023,Porto Airport,24,18.6,17.3
CGMR,5/09/2023,Porto Airport,4,20.81,13.3
CGMR,5/09/2023,Porto Airport,11,17.92,13.8
CGMR,5/09/2023,Porto Airport,3,20.81,13.4
CGMR,5/09/2023,Porto Airport,6,21.18,13.3
CGMR,5/09/2023,Porto Airport,16,18.6,15.8
CGMR,5/09/2023,Porto Airport,25,18.6,17.3
CGMR,5/09/2023,Porto Airport,17,18.6,15.8
CGMR,5/09/2023,Porto Airport,29,18.6,17.5
CGAR,4/09/2023,Porto Airport,30,31.57,26.8
CGAR,4/09/2023,Porto Airport,2,56.49,18.8
CGAR,4/09/2023,Porto Airport,6,37.63,16.5
CGAR,4/09/2023,Porto Airport,15,31.57,21.5
CGAR,4/09/2023,Porto Airport,31,31.57,26.8
CGAR,4/09/2023,Porto Airport,28,31.57,26.8
SFAR,4/09/2023,Porto Airport,6,45.16,19.8
SFAR,4/09/2023,Porto Airport,15,37.88,25.8
SFAR,4/09/2023,Porto Airport,17,37.88,25.8
SFAR,4/09/2023,Porto Airport,1,67.79,22.6
SFAR,4/09/2023,Porto Airport,20,37.88,25.8
CGMR,2/09/2023,Porto Airport,17,18.62,15.8
HDMR,2/09/2023,Porto Airport,31,15.62,12.8
SFAR,4/09/2023,Porto Airport,24,37.88,31.6
CDAR,9/09/2023,Porto Airport,24,31.07,25.8
SFAR,4/09/2023,Porto Airport,13,39.84,20.4
CDAR,9/09/2023,Porto Airport,25,31.07,25.8
MCMR,11/09/2023,Porto Airport,20,15.56,8.4
CDAR,9/09/2023,Porto Airport,22,31.07,25.8
CDAR,9/09/2023,Porto Airport,9,28.38,16.5
HDMR,5/09/2023,Porto Airport,28,15.6,12.8
HDMR,5/09/2023,Porto Airport,15,15.6,8.8
HDMR,5/09/2023,Porto Airport,4,17.81,7.5
HDMR,2/09/2023,Porto Airport,12,14.51,7
HDMR,5/09/2023,Porto Airport,18,15.6,8.8
HDMR,5/09/2023,Porto Airport,11,14.92,7
CDAR,9/09/2023,Porto Airport,21,31.07,25.8
CDAR,9/09/2023,Porto Airport,28,31.07,26
CDMR,11/09/2023,Porto Airport,20,17.76,15.1
CDAR,9/09/2023,Porto Airport,11,28.38,16.5
CDAR,9/09/2023,Porto Airport,18,31.07,21
CDAR,9/09/2023,Porto Airport,13,28.38,16.5
CDAR,9/09/2023,Porto Airport,7,28.38,16
CDAR,5/09/2023,Porto Airport,1,55.99,18.3
CDAR,5/09/2023,Porto Airport,19,32.7,21
CDAR,5/09/2023,Porto Airport,3,34.88,18.3
HDMR,5/09/2023,Porto Airport,7,14.92,7.5
HDMR,5/09/2023,Porto Airport,30,15.6,12.8
HDMR,5/09/2023,Porto Airport,23,15.6,9.3
CDAR,9/09/2023,Porto Airport,17,31.07,21
MCMR,6/09/2023,Porto Airport,16,15.56,8.4
MCMR,6/09/2023,Porto Airport,21,15.56,8.7
MCMR,6/09/2023,Porto Airport,11,14.23,6.6
CWMR,22/09/2023,Porto Airport,31,19.08,24.3
HDMR,29/09/2023,Porto Airport,31,14.36,12.8
MCMR,29/09/2023,Porto Airport,31,14.16,11.7
MDMR,25/09/2023,Porto Airport,31,15.05,12.6
CGAR,25/09/2023,Porto Airport,31,32.18,26.8
EDAR,25/09/2023,Porto Airport,31,31.18,25.3
CWMR,25/09/2023,Porto Airport,31,19.61,24.3
CGMR,25/09/2023,Porto Airport,31,18.15,17.5
CDAR,25/09/2023,Porto Airport,31,31.68,26
HDMR,25/09/2023,Porto Airport,31,15.15,12.8
CDMR,29/09/2023,Porto Airport,31,16.36,16.6
HDMR,18/09/2023,Porto Airport,31,15.15,12.8
NBMH,15/09/2023,Porto Airport,31,16.06,11.8
EDAR,15/09/2023,Porto Airport,31,26.31,25.3
MCMR,25/09/2023,Porto Airport,31,14.95,11.7
NBMH,18/09/2023,Porto Airport,31,14.85,11.8
NBMH,25/09/2023,Porto Airport,31,14.85,11.8
EDAR,18/09/2023,Porto Airport,31,20.27,25.3
MDMR,22/09/2023,Porto Airport,31,14.26,12.6
