SIPP,PickupDateFrom,PickupLocationCode,Duration,CurrentSellPrice,Netrate
CGMR,15/09/2023,Porto Airport,8,17.92,13.8
HDMR,15/09/2023,Porto Airport,8,14.92,7
MCMR,15/09/2023,Porto Airport,8,14.72,6.6
CDMR,15/09/2023,Porto Airport,8,16.92,11
CGMR,18/09/2023,Porto Airport,8,17.01,13.8
DDMR,25/09/2023,Porto Airport,8,16.59,12
CDAR,18/09/2023,Porto Airport,8,26.54,16.5
DDMR,18/09/2023,Porto Airport,8,16.51,12
CWMR,18/09/2023,Porto Airport,8,24.62,18
CDMR,25/09/2023,Porto Airport,8,16.09,11
MDMR,18/09/2023,Porto Airport,8,13.91,6.8
CGAR,18/09/2023,Porto Airport,8,27.04,17
CGMR,7/09/2023,Porto Airport,19,18.24,15.8
CGMR,7/09/2023,Porto Airport,1,33.7,13.4
CGMR,7/09/2023,Porto Airport,2,33.7,13.4
CGMR,7/09/2023,Porto Airport,26,18.24,17.3
CGMR,7/09/2023,Porto Airport,8,17.82,13.8
CWMR,18/09/2023,Porto Airport,10,24.62,18
CDMR,25/09/2023,Porto Airport,10,16.09,11
MDMR,18/09/2023,Porto Airport,10,13.91,6.8
CGAR,18/09/2023,Porto Airport,10,27.04,17
NBMH,29/09/2023,Porto Airport,4,16.99,7.1
EDAR,29/09/2023,Porto Airport,4,33.37,15.5
NBMH,10/09/2023,Porto Airport,4,19.36,7.1
NBMH,10/09/2023,Porto Airport,25,14.41,8.8
NBMH,10/09/2023,Porto Airport,14,14.41,6.7
NBMH,10/09/2023,Porto Airport,7,14.52,7.1
NBMH,10/09/2023,Porto Airport,1,26.81,8
NBMH,10/09/2023,Porto Airport,2,26.81,8
CGMR,7/09/2023,Porto Airport,22,18.24,17.3
CGMR,7/09/2023,Porto Airport,24,18.24,17.3
HDMR,2/09/2023,Porto Airport,1,27.12,8.5
HDMR,2/09/2023,Porto Airport,29,15.62,12.8
HDMR,2/09/2023,Porto Airport,13,14.51,7
HDMR,2/09/2023,Porto Airport,6,18.96,7.5
HDMR,2/09/2023,Porto Airport,26,15.62,9.3
HDMR,2/09/2023,Porto Airport,20,15.62,8.8
MDMR,29/09/2023,Porto Airport,6,16.18,7.3
CGAR,29/09/2023,Porto Airport,6,33.49,16.5
DDMR,29/09/2023,Porto Airport,6,18.78,12.3
CWMR,25/09/2023,Porto Airport,5,31.27,17.5
CGMR,25/09/2023,Porto Airport,5,19.83,13.3
CDAR,25/09/2023,Porto Airport,5,32.97,16
HDMR,25/09/2023,Porto Airport,5,16.83,7.5
CDMR,29/09/2023,Porto Airport,5,18.28,11.3
NBMH,29/09/2023,Porto Airport,5,15.98,7.1
EDAR,29/09/2023,Porto Airport,5,32.49,15.5
CGAR,7/09/2023,Porto Airport,14,32.51,17
CGAR,7/09/2023,Porto Airport,8,28.88,17
DDMR,7/09/2023,Porto Airport,19,17.74,16.1
CDMR,22/09/2023,Porto Airport,12,16.49,11
NBMH,22/09/2023,Porto Airport,12,14.19,6.7
CWMR,29/09/2023,Porto Airport,12,25.34,18
HDMR,18/09/2023,Porto Airport,12,14.01,7
HDMR,2/09/2023,Porto Airport,28,15.62,12.8
HDMR,2/09/2023,Porto Airport,15,15.62,8.8
CDMR,10/09/2023,Porto Airport,20,16.71,15.1
CDMR,10/09/2023,Porto Airport,28,16.71,16.6
EDAR,11/09/2023,Porto Airport,12,27.97,16
CDMR,10/09/2023,Porto Airport,23,16.71,15.8
CDMR,10/09/2023,Porto Airport,6,20.96,11.3
CDMR,10/09/2023,Porto Airport,17,16.71,15.1
CGAR,25/09/2023,Porto Airport,6,33.47,16.5
CWMR,25/09/2023,Porto Airport,6,31.27,17.5
CGMR,25/09/2023,Porto Airport,6,19.83,13.3
CDAR,25/09/2023,Porto Airport,6,32.97,16
HDMR,25/09/2023,Porto Airport,6,16.83,7.5
SFMR,7/09/2023,Porto Airport,24,21.89,20.8
SFMR,7/09/2023,Porto Airport,3,23.77,16.1
SFMR,7/09/2023,Porto Airport,21,21.89,20.8
MDMR,22/09/2023,Porto Airport,6,16.73,7.3
MCMR,10/09/2023,Porto Airport,9,14.62,6.6
MCMR,10/09/2023,Porto Airport,7,14.62,7
SFAR,2/09/2023,Porto Airport,11,55.54,20.4
SFAR,2/09/2023,Porto Airport,7,55.54,19.8
SFAR,2/09/2023,Porto Airport,16,54.1,25.8
SFAR,2/09/2023,Porto Airport,28,54.1,32.2
SFAR,2/09/2023,Porto Airport,4,60.67,19.8
MDMR,29/09/2023,Porto Airport,10,14.39,6.8
CGAR,29/09/2023,Porto Airport,10,27.8,17
DDMR,29/09/2023,Porto Airport,10,16.99,12
SFAR,2/09/2023,Porto Airport,14,54.1,20.4
CGAR,15/09/2023,Porto Airport,9,29.42,17
CGAR,22/09/2023,Porto Airport,9,27.8,17
DDMR,22/09/2023,Porto Airport,9,16.99,12
CGMR,29/09/2023,Porto Airport,9,17.49,13.8
CWMR,22/09/2023,Porto Airport,9,25.34,18
SFMR,7/09/2023,Porto Airport,28,21.89,21
SFMR,7/09/2023,Porto Airport,30,21.89,21
EDAR,22/09/2023,Porto Airport,15,20.33,20.5
CGMR,22/09/2023,Porto Airport,15,17.36,15.8
CDAR,22/09/2023,Porto Airport,15,20.83,21
HDMR,22/09/2023,Porto Airport,15,14.36,8.8
DDMR,15/09/2023,Porto Airport,13,17.42,12
CWMR,15/09/2023,Porto Airport,13,27.01,18
CGMR,15/09/2023,Porto Airport,13,17.92,13.8
HDMR,15/09/2023,Porto Airport,13,14.92,7
MCMR,15/09/2023,Porto Airport,13,14.72,6.6
CDMR,15/09/2023,Porto Airport,13,16.92,11
MCMR,10/09/2023,Porto Airport,17,14.51,8.4
MCMR,10/09/2023,Porto Airport,2,26.91,7.9
MCMR,10/09/2023,Porto Airport,23,14.51,8.7
MCMR,10/09/2023,Porto Airport,13,14.62,6.6
MCMR,10/09/2023,Porto Airport,24,14.51,8.7
MCMR,10/09/2023,Porto Airport,27,14.51,8.7
MCMR,10/09/2023,Porto Airport,29,14.51,11.7
MCMR,10/09/2023,Porto Airport,30,14.51,11.7
MCMR,10/09/2023,Porto Airport,8,14.62,6.6
SFMR,7/09/2023,Porto Airport,23,21.89,20.8
SFMR,7/09/2023,Porto Airport,18,21.89,19
MCMR,10/09/2023,Porto Airport,16,14.51,8.4
MCMR,10/09/2023,Porto Airport,21,14.51,8.7
MCMR,10/09/2023,Porto Airport,11,14.62,6.6
MCMR,10/09/2023,Porto Airport,26,14.51,8.7
MCMR,10/09/2023,Porto Airport,19,14.51,8.4
MCMR,10/09/2023,Porto Airport,28,14.51,11.7
MCMR,10/09/2023,Porto Airport,10,14.62,6.6
MCMR,10/09/2023,Porto Airport,31,14.51,11.7
MCMR,10/09/2023,Porto Airport,3,19.46,7.9
SFAR,2/09/2023,Porto Airport,10,55.54,20.4
SFAR,2/09/2023,Porto Airport,23,54.1,31.6
SFAR,2/09/2023,Porto Airport,5,59.18,19.8
HDMR,18/09/2023,Porto Airport,1,28.2,8.5
CWMR,25/09/2023,Porto Airport,1,46.7,22
CGMR,7/09/2023,Porto Airport,4,19.81,13.3
CGMR,7/09/2023,Porto Airport,11,17.82,13.8
CGMR,7/09/2023,Porto Airport,3,19.81,13.4
CGMR,7/09/2023,Porto Airport,6,19.76,13.3
CGMR,7/09/2023,Porto Airport,16,18.24,15.8
CGMR,7/09/2023,Porto Airport,25,18.24,17.3
NBMH,10/09/2023,Porto Airport,12,14.52,6.7
NBMH,10/09/2023,Porto Airport,19,14.41,8.5
NBMH,10/09/2023,Porto Airport,29,14.41,11.8
NBMH,10/09/2023,Porto Airport,26,14.41,8.8
NBMH,10/09/2023,Porto Airport,8,14.52,6.7
EDAR,10/09/2023,Porto Airport,26,30.57,25.3
EDAR,10/09/2023,Porto Airport,9,27.88,16
EDAR,10/09/2023,Porto Airport,5,36.63,15.5
EDAR,10/09/2023,Porto Airport,17,30.57,20.5
EDAR,10/09/2023,Porto Airport,22,30.57,25.3
EDAR,10/09/2023,Porto Airport,12,27.88,16
EDAR,10/09/2023,Porto Airport,2,52.59,16.5
EDAR,10/09/2023,Porto Airport,4,37.34,15.5
EDAR,10/09/2023,Porto Airport,28,30.57,25.3
CWMR,25/09/2023,Porto Airport,4,32.29,17.5
CGMR,25/09/2023,Porto Airport,4,19.87,13.3
CDAR,25/09/2023,Porto Airport,4,33.05,16
HDMR,25/09/2023,Porto Airport,4,16.87,7.5
MCMR,25/09/2023,Porto Airport,4,16.67,7
EDAR,10/09/2023,Porto Airport,15,30.57,20.5
EDAR,10/09/2023,Porto Airport,10,27.88,16
EDAR,10/09/2023,Porto Airport,16,30.57,20.5
EDAR,10/09/2023,Porto Airport,1,52.59,16.5
CGMR,7/09/2023,Porto Airport,17,18.24,15.8
HDMR,29/09/2023,Porto Airport,4,17.29,7.5
MDMR,29/09/2023,Porto Airport,12,14.39,6.8
CGAR,29/09/2023,Porto Airport,12,27.8,17
DDMR,29/09/2023,Porto Airport,12,16.99,12
DDMR,7/09/2023,Porto Airport,25,17.74,16.8
DDMR,7/09/2023,Porto Airport,3,19.31,12.8
DDMR,7/09/2023,Porto Airport,5,19.26,12.3
CDMR,10/09/2023,Porto Airport,10,16.82,11
HDMR,2/09/2023,Porto Airport,4,16.96,7.5
HDMR,2/09/2023,Porto Airport,18,15.62,8.8
HDMR,2/09/2023,Porto Airport,11,14.51,7
CDMR,10/09/2023,Porto Airport,7,16.82,11.3
HDMR,2/09/2023,Porto Airport,27,15.62,9.3
DDMR,7/09/2023,Porto Airport,27,17.74,16.8
DDMR,7/09/2023,Porto Airport,11,17.32,12
NBMH,11/09/2023,Porto Airport,8,15.1,6.7
DDMR,7/09/2023,Porto Airport,4,19.31,12.3
DDMR,7/09/2023,Porto Airport,1,33.2,12.8
DDMR,7/09/2023,Porto Airport,29,17.74,17.6
DDMR,7/09/2023,Porto Airport,10,17.32,12
DDMR,7/09/2023,Porto Airport,7,17.32,12.3
SFAR,7/09/2023,Porto Airport,10,34.66,20.4
SFAR,7/09/2023,Porto Airport,23,39.01,31.6
SFAR,7/09/2023,Porto Airport,5,41.38,19.8
SFAR,7/09/2023,Porto Airport,6,41.38,19.8
NBMH,29/09/2023,Porto Airport,3,16.99,8
EDAR,29/09/2023,Porto Airport,3,33.37,16.5
SFAR,7/09/2023,Porto Airport,15,39.01,25.8
SFAR,7/09/2023,Porto Airport,17,39.01,25.8
SFAR,7/09/2023,Porto Airport,1,67.79,22.6
SFAR,7/09/2023,Porto Airport,20,39.01,25.8
DDMR,22/09/2023,Porto Airport,3,19.79,12.8
NBMH,10/09/2023,Porto Airport,3,19.36,8
NBMH,10/09/2023,Porto Airport,10,14.52,6.7
NBMH,10/09/2023,Porto Airport,16,14.41,8.5
NBMH,10/09/2023,Porto Airport,24,14.41,8.8
NBMH,10/09/2023,Porto Airport,28,14.41,11.8
NBMH,10/09/2023,Porto Airport,20,14.41,8.5
CWMR,7/09/2023,Porto Airport,25,21.68,22.3
CWMR,7/09/2023,Porto Airport,30,21.68,24.3
CWMR,7/09/2023,Porto Airport,2,56.63,22
CWMR,7/09/2023,Porto Airport,22,21.68,22.3
CWMR,7/09/2023,Porto Airport,27,21.68,22.3
CWMR,7/09/2023,Porto Airport,26,21.68,22.3
CWMR,7/09/2023,Porto Airport,1,56.63,22
CWMR,7/09/2023,Porto Airport,3,31.92,22
CWMR,7/09/2023,Porto Airport,29,21.68,24.3
CWMR,7/09/2023,Porto Airport,12,26.87,18
CWMR,7/09/2023,Porto Airport,17,21.68,23
CWMR,7/09/2023,Porto Airport,4,31.92,17.5
CWMR,7/09/2023,Porto Airport,24,21.68,22.3
CWMR,7/09/2023,Porto Airport,21,21.68,22.3
CWMR,7/09/2023,Porto Airport,7,26.87,17.5
CWMR,7/09/2023,Porto Airport,28,21.68,24.3
NBMH,10/09/2023,Porto Airport,30,14.41,11.8
NBMH,10/09/2023,Porto Airport,5,18.66,7.1
NBMH,10/09/2023,Porto Airport,9,14.52,6.7
NBMH,10/09/2023,Porto Airport,13,14.52,6.7
CWMR,7/09/2023,Porto Airport,15,21.68,23
CWMR,7/09/2023,Porto Airport,9,26.87,18
CWMR,7/09/2023,Porto Airport,23,21.68,22.3
CWMR,7/09/2023,Porto Airport,11,26.87,18
CWMR,7/09/2023,Porto Airport,14,21.68,18
MCMR,7/09/2023,Porto Airport,16,15.04,8.4
MCMR,22/09/2023,Porto Airport,15,14.16,8.4
CGMR,15/09/2023,Porto Airport,15,19.36,15.8
CDAR,15/09/2023,Porto Airport,15,26.81,21
MDMR,11/09/2023,Porto Airport,15,15.66,8.6
MCMR,7/09/2023,Porto Airport,21,15.04,8.7
CGAR,11/09/2023,Porto Airport,15,32.48,21.5
MCMR,7/09/2023,Porto Airport,11,14.62,6.6
DDMR,11/09/2023,Porto Airport,15,18.26,16.1
CGMR,18/09/2023,Porto Airport,15,18.15,15.8
DDMR,25/09/2023,Porto Airport,15,17.65,16.1
CDAR,18/09/2023,Porto Airport,15,20.77,21
DDMR,18/09/2023,Porto Airport,15,17.65,16.1
CWMR,18/09/2023,Porto Airport,15,20.95,23
MDMR,18/09/2023,Porto Airport,15,15.05,8.6
CDMR,25/09/2023,Porto Airport,15,17.15,15.1
MCMR,7/09/2023,Porto Airport,26,15.04,8.7
SFAR,10/09/2023,Porto Airport,6,45.16,19.8
SFAR,10/09/2023,Porto Airport,15,37.88,25.8
SFAR,10/09/2023,Porto Airport,17,37.88,25.8
SFAR,10/09/2023,Porto Airport,1,64.31,22.6
SFAR,10/09/2023,Porto Airport,20,37.88,25.8
MCMR,7/09/2023,Porto Airport,19,15.04,8.4
MCMR,7/09/2023,Porto Airport,28,15.04,11.7
MCMR,7/09/2023,Porto Airport,10,14.62,6.6
MCMR,7/09/2023,Porto Airport,31,15.04,11.7
MCMR,7/09/2023,Porto Airport,3,16.61,7.9
MCMR,7/09/2023,Porto Airport,5,16.56,7
MCMR,7/09/2023,Porto Airport,14,15.04,6.6
MCMR,7/09/2023,Porto Airport,12,14.62,6.6
SFAR,10/09/2023,Porto Airport,11,34.66,20.4
MCMR,29/09/2023,Porto Airport,4,17.09,7
CDMR,29/09/2023,Porto Airport,4,19.29,11.3
MDMR,25/09/2023,Porto Airport,4,16.77,7.3
CGMR,7/09/2023,Porto Airport,29,18.24,17.5
CGAR,25/09/2023,Porto Airport,4,33.55,16.5
CGMR,7/09/2023,Porto Airport,12,17.82,13.8
CGMR,7/09/2023,Porto Airport,27,18.24,17.3
CGMR,7/09/2023,Porto Airport,31,18.24,17.5
CGMR,7/09/2023,Porto Airport,7,17.82,13.3
CGMR,7/09/2023,Porto Airport,13,17.82,13.8
CGMR,7/09/2023,Porto Airport,5,19.76,13.3
CGMR,7/09/2023,Porto Airport,9,17.82,13.8
CGMR,7/09/2023,Porto Airport,10,17.82,13.8
CGMR,7/09/2023,Porto Airport,14,18.24,13.8
MDMR,2/09/2023,Porto Airport,11,14.41,6.8
MDMR,2/09/2023,Porto Airport,7,14.41,7.3
MDMR,2/09/2023,Porto Airport,18,15.52,8.6
MDMR,2/09/2023,Porto Airport,30,15.52,12.6
MDMR,2/09/2023,Porto Airport,1,27.02,8.1
CDAR,7/09/2023,Porto Airport,2,55.99,18.3
MDMR,2/09/2023,Porto Airport,26,15.52,9
CDAR,7/09/2023,Porto Airport,26,32.01,25.8
CDAR,7/09/2023,Porto Airport,1,55.99,18.3
CDAR,7/09/2023,Porto Airport,19,32.01,21
HDMR,18/09/2023,Porto Airport,9,14.01,7
EDAR,10/09/2023,Porto Airport,8,27.88,16
EDAR,10/09/2023,Porto Airport,31,30.57,25.3
MDMR,25/09/2023,Porto Airport,1,26.23,8.1
CGAR,25/09/2023,Porto Airport,1,48.97,18.8
DDMR,25/09/2023,Porto Airport,1,28.83,12.8
CDAR,7/09/2023,Porto Airport,3,31.83,18.3
SFAR,10/09/2023,Porto Airport,7,34.66,19.8
MCMR,7/09/2023,Porto Airport,9,14.62,6.6
MCMR,7/09/2023,Porto Airport,7,14.62,7
MCMR,7/09/2023,Porto Airport,18,15.04,8.4
CDMR,7/09/2023,Porto Airport,13,16.82,11
CDMR,7/09/2023,Porto Airport,27,17.24,15.8
CDMR,7/09/2023,Porto Airport,9,16.82,11
CDMR,7/09/2023,Porto Airport,15,17.24,15.1
MCMR,11/09/2023,Porto Airport,8,15.2,6.6
CDMR,7/09/2023,Porto Airport,19,17.24,15.1
CDMR,7/09/2023,Porto Airport,5,18.76,11.3
CDMR,7/09/2023,Porto Airport,22,17.24,15.8
CDMR,7/09/2023,Porto Airport,25,17.24,15.8
CDMR,7/09/2023,Porto Airport,30,17.24,16.6
CDMR,7/09/2023,Porto Airport,29,17.24,16.6
CDMR,7/09/2023,Porto Airport,24,17.24,15.8
SFAR,10/09/2023,Porto Airport,16,37.88,25.8
SFAR,10/09/2023,Porto Airport,28,37.88,32.2
SFAR,10/09/2023,Porto Airport,4,46.01,19.8
CDMR,7/09/2023,Porto Airport,12,16.82,11
CDMR,7/09/2023,Porto Airport,18,17.24,15.1
CDMR,7/09/2023,Porto Airport,1,32.7,11.8
CDMR,7/09/2023,Porto Airport,21,17.24,15.8
CDMR,7/09/2023,Porto Airport,20,17.24,15.1
CDMR,7/09/2023,Porto Airport,28,17.24,16.6
SFAR,10/09/2023,Porto Airport,14,37.88,20.4
SFAR,10/09/2023,Porto Airport,22,37.88,31.6
SFAR,10/09/2023,Porto Airport,31,37.88,32.2
SFAR,10/09/2023,Porto Airport,12,34.66,20.4
SFAR,10/09/2023,Porto Airport,29,37.88,32.2
SFAR,10/09/2023,Porto Airport,25,37.88,31.6
CWMR,7/09/2023,Porto Airport,5,30.71,17.5
CWMR,7/09/2023,Porto Airport,13,26.87,18
CWMR,7/09/2023,Porto Airport,31,21.68,24.3
CWMR,7/09/2023,Porto Airport,18,21.68,23
CWMR,7/09/2023,Porto Airport,19,21.68,23
CWMR,7/09/2023,Porto Airport,20,21.68,23
CGMR,7/09/2023,Porto Airport,20,18.24,15.8
CGMR,7/09/2023,Porto Airport,28,18.24,17.5
CGMR,7/09/2023,Porto Airport,18,18.24,15.8
CGMR,7/09/2023,Porto Airport,15,18.24,15.8
CGMR,7/09/2023,Porto Airport,30,18.24,17.5
CGMR,7/09/2023,Porto Airport,21,18.24,17.3
NBMH,10/09/2023,Porto Airport,6,18.66,7.1
CGMR,7/09/2023,Porto Airport,23,18.24,17.3
MDMR,8/09/2023,Porto Airport,3,17.71,8.1
MDMR,8/09/2023,Porto Airport,23,15.14,9
MDMR,8/09/2023,Porto Airport,25,15.14,9
MDMR,8/09/2023,Porto Airport,16,15.14,8.6
MDMR,8/09/2023,Porto Airport,13,14.82,6.8
MDMR,8/09/2023,Porto Airport,29,15.14,12.6
MDMR,8/09/2023,Porto Airport,17,15.14,8.6
MDMR,8/09/2023,Porto Airport,9,14.82,6.8
MDMR,8/09/2023,Porto Airport,21,15.14,9
MDMR,8/09/2023,Porto Airport,8,14.82,6.8
MDMR,8/09/2023,Porto Airport,11,14.82,6.8
MDMR,8/09/2023,Porto Airport,7,14.82,7.3
MDMR,8/09/2023,Porto Airport,12,14.82,6.8
MDMR,8/09/2023,Porto Airport,10,14.82,6.8
MDMR,8/09/2023,Porto Airport,31,15.14,12.6
MDMR,8/09/2023,Porto Airport,27,15.14,9
MDMR,8/09/2023,Porto Airport,20,15.14,8.6
EDAR,11/09/2023,Porto Airport,9,27.97,16
CDMR,22/09/2023,Porto Airport,9,16.49,11
NBMH,22/09/2023,Porto Airport,9,14.19,6.7
CWMR,29/09/2023,Porto Airport,9,25.34,18
MCMR,18/09/2023,Porto Airport,9,13.81,6.6
CDMR,18/09/2023,Porto Airport,9,16.01,11
EDAR,10/09/2023,Porto Airport,3,37.34,16.5
NBMH,15/09/2023,Porto Airport,9,14.62,6.7
EDAR,15/09/2023,Porto Airport,9,28.42,16
MCMR,25/09/2023,Porto Airport,9,13.89,6.6
EDAR,10/09/2023,Porto Airport,20,30.57,20.5
CGMR,22/09/2023,Porto Airport,1,29.33,13.4
EDAR,10/09/2023,Porto Airport,14,30.57,16
CDAR,29/09/2023,Porto Airport,1,54.36,18.3
MDMR,29/09/2023,Porto Airport,9,14.39,6.8
CGAR,29/09/2023,Porto Airport,9,27.8,17
DDMR,29/09/2023,Porto Airport,9,16.99,12
MDMR,2/09/2023,Porto Airport,2,27.02,8.1
CGMR,29/09/2023,Porto Airport,1,29.34,13.4
CWMR,22/09/2023,Porto Airport,1,46.45,22
CDAR,7/09/2023,Porto Airport,27,32.01,25.8
CDAR,7/09/2023,Porto Airport,16,32.01,21
CDAR,7/09/2023,Porto Airport,4,31.83,16
CDAR,7/09/2023,Porto Airport,15,32.01,21
CDAR,7/09/2023,Porto Airport,8,28.38,16.5
CDAR,7/09/2023,Porto Airport,20,32.01,21
EDAR,10/09/2023,Porto Airport,11,27.88,16
EDAR,10/09/2023,Porto Airport,19,30.57,20.5
EDAR,10/09/2023,Porto Airport,24,30.57,25.3
EDAR,10/09/2023,Porto Airport,29,30.57,25.3
EDAR,10/09/2023,Porto Airport,7,27.88,15.5
MDMR,8/09/2023,Porto Airport,15,15.14,8.6
SFMR,8/09/2023,Porto Airport,14,21.89,16.6
SFMR,8/09/2023,Porto Airport,20,21.89,19
SFMR,8/09/2023,Porto Airport,8,21.5,16.6
SFMR,8/09/2023,Porto Airport,12,21.5,16.6
SFMR,8/09/2023,Porto Airport,26,21.89,20.8
SFMR,8/09/2023,Porto Airport,5,25.42,16
SFMR,8/09/2023,Porto Airport,17,21.89,19
SFMR,8/09/2023,Porto Airport,9,21.5,16.6
SFMR,8/09/2023,Porto Airport,23,21.89,20.8
SFMR,8/09/2023,Porto Airport,18,21.89,19
SFMR,8/09/2023,Porto Airport,6,25.42,16
SFMR,8/09/2023,Porto Airport,15,21.89,19
SFMR,8/09/2023,Porto Airport,13,21.5,16.6
SFMR,8/09/2023,Porto Airport,2,36.16,16.1
SFMR,8/09/2023,Porto Airport,29,21.89,21
SFMR,8/09/2023,Porto Airport,4,24.97,16
SFMR,8/09/2023,Porto Airport,10,21.5,16.6
SFMR,8/09/2023,Porto Airport,16,21.89,19
CWMR,18/09/2023,Porto Airport,3,33.06,22
MDMR,18/09/2023,Porto Airport,3,17.19,8.1
SFMR,8/09/2023,Porto Airport,19,21.89,19
SFMR,8/09/2023,Porto Airport,27,21.89,20.8
CGAR,18/09/2023,Porto Airport,3,34.37,18.8
NBMH,25/09/2023,Porto Airport,3,16.57,8
SFMR,8/09/2023,Porto Airport,11,21.5,16.6
SFMR,8/09/2023,Porto Airport,7,21.5,16
SFMR,8/09/2023,Porto Airport,31,21.89,21
CDAR,25/09/2023,Porto Airport,3,33.05,18.3
HDMR,25/09/2023,Porto Airport,3,16.87,8.5
MCMR,25/09/2023,Porto Airport,3,16.67,7.9
DDMR,18/09/2023,Porto Airport,1,30.7,12.8
CWMR,18/09/2023,Porto Airport,1,51.98,22
CGMR,18/09/2023,Porto Airport,1,31.2,13.4
SFAR,2/09/2023,Porto Airport,6,59.18,19.8
SFAR,2/09/2023,Porto Airport,15,54.1,25.8
CWMR,15/09/2023,Porto Airport,1,44.74,22
CGMR,15/09/2023,Porto Airport,1,30.11,13.4
MCMR,15/09/2023,Porto Airport,1,26.91,7.9
CDMR,15/09/2023,Porto Airport,1,29.11,11.8
CDAR,18/09/2023,Porto Airport,1,54.36,18.3
MDMR,18/09/2023,Porto Airport,1,28.1,8.1
CGAR,18/09/2023,Porto Airport,1,54.86,18.8
SFAR,7/09/2023,Porto Airport,13,34.66,20.4
HDMR,18/09/2023,Porto Airport,3,17.29,8.5
MCMR,18/09/2023,Porto Airport,3,17.09,7.9
CDMR,11/09/2023,Porto Airport,3,19.38,11.8
NBMH,25/09/2023,Porto Airport,5,16.53,7.1
NBMH,18/09/2023,Porto Airport,5,17.35,7.1
EDAR,18/09/2023,Porto Airport,5,34.08,15.5
EDAR,25/09/2023,Porto Airport,5,32.47,15.5
MDMR,22/09/2023,Porto Airport,5,16.73,7.3
CDAR,29/09/2023,Porto Airport,5,32.99,16
MDMR,15/09/2023,Porto Airport,5,17.24,7.3
CGAR,22/09/2023,Porto Airport,5,33.47,16.5
CGAR,15/09/2023,Porto Airport,5,33.47,16.5
DDMR,15/09/2023,Porto Airport,5,19.84,12.3
CDMR,18/09/2023,Porto Airport,5,19.65,11.3
NBMH,15/09/2023,Porto Airport,5,17.04,7.1
EDAR,15/09/2023,Porto Airport,5,32.47,15.5
MCMR,25/09/2023,Porto Airport,5,16.63,7
MDMR,8/09/2023,Porto Airport,19,15.14,8.6
CDMR,7/09/2023,Porto Airport,23,17.24,15.8
CDMR,7/09/2023,Porto Airport,6,18.76,11.3
CDMR,7/09/2023,Porto Airport,17,17.24,15.1
CDMR,7/09/2023,Porto Airport,10,16.82,11
CDMR,7/09/2023,Porto Airport,7,16.82,11.3
CDMR,7/09/2023,Porto Airport,14,17.24,11
CDMR,7/09/2023,Porto Airport,3,18.81,11.8
CDMR,7/09/2023,Porto Airport,11,16.82,11
CDMR,7/09/2023,Porto Airport,4,18.81,11.3
CDMR,7/09/2023,Porto Airport,2,32.7,11.8
CDMR,7/09/2023,Porto Airport,8,16.82,11
CDMR,7/09/2023,Porto Airport,26,17.24,15.8
CDMR,7/09/2023,Porto Airport,31,17.24,16.6
SFAR,10/09/2023,Porto Airport,24,37.88,31.6
SFAR,10/09/2023,Porto Airport,13,34.66,20.4
EDAR,25/09/2023,Porto Airport,7,26.14,15.5
CDMR,7/09/2023,Porto Airport,16,17.24,15.1
EDAR,15/09/2023,Porto Airport,7,28.42,15.5
MCMR,25/09/2023,Porto Airport,7,13.89,7
NBMH,25/09/2023,Porto Airport,7,13.79,7.1
NBMH,18/09/2023,Porto Airport,7,13.71,7.1
EDAR,18/09/2023,Porto Airport,7,26.04,15.5
MDMR,22/09/2023,Porto Airport,7,14.39,7.3
CDAR,29/09/2023,Porto Airport,7,27.3,16
MDMR,15/09/2023,Porto Airport,7,14.82,7.3
CGAR,15/09/2023,Porto Airport,7,29.42,16.5
CGAR,22/09/2023,Porto Airport,7,27.8,16.5
NBMH,7/09/2023,Porto Airport,23,14.94,8.8
CGMR,29/09/2023,Porto Airport,7,17.49,13.3
CWMR,22/09/2023,Porto Airport,7,25.34,17.5
HDMR,29/09/2023,Porto Airport,7,14.49,7.5
CWMR,10/09/2023,Porto Airport,6,33.23,17.5
CWMR,10/09/2023,Porto Airport,16,23.84,23
CWMR,10/09/2023,Porto Airport,10,26.87,18
CWMR,10/09/2023,Porto Airport,25,23.84,22.3
CWMR,10/09/2023,Porto Airport,30,23.84,24.3
CWMR,10/09/2023,Porto Airport,2,50,22
CWMR,10/09/2023,Porto Airport,22,23.84,22.3
CWMR,10/09/2023,Porto Airport,27,23.84,22.3
CWMR,10/09/2023,Porto Airport,26,23.84,22.3
CWMR,10/09/2023,Porto Airport,1,50,22
CWMR,10/09/2023,Porto Airport,3,38.7,22
HDMR,10/09/2023,Porto Airport,19,14.71,8.8
HDMR,10/09/2023,Porto Airport,7,14.82,7.5
HDMR,10/09/2023,Porto Airport,30,14.71,12.8
HDMR,10/09/2023,Porto Airport,23,14.71,9.3
HDMR,10/09/2023,Porto Airport,10,14.82,7
HDMR,10/09/2023,Porto Airport,1,27.11,8.5
HDMR,10/09/2023,Porto Airport,29,14.71,12.8
HDMR,10/09/2023,Porto Airport,13,14.82,7
HDMR,10/09/2023,Porto Airport,6,18.96,7.5
HDMR,10/09/2023,Porto Airport,26,14.71,9.3
MCMR,22/09/2023,Porto Airport,10,14.29,6.6
CDMR,15/09/2023,Porto Airport,10,16.92,11
CGMR,18/09/2023,Porto Airport,10,17.01,13.8
DDMR,25/09/2023,Porto Airport,10,16.59,12
