Location,From Day,To Day,Shop Day,Category,sipp code,Season ,Tether Off Shop Day,
Chania,7,7,7,Mini Van (Fiat Doblo),fvmr,Low,100%,
Chania,8,13,7,Mini Van (Fiat Doblo),fvmr,Low,103%,
Chania,14,14,14,Mini Van (Fiat Doblo),fvmr,Low,100%,
Chania,15,21,14,Mini Van (Fiat Doblo),fvmr,Low,100%,
Chania,22,29,14,Mini Van (Fiat Doblo),fvmr,Low,100%,
Chania,30, max ,14,Mini Van (Fiat Doblo),fvmr,Low,141%,
Chania,1,2,4,Mini Van (Opel Vivaro),lvmr,Low,131%,
Chania,3,3,4,Mini Van (Opel Vivaro),lvmr,Low,109%,
Chania,4,6,4,Mini Van (Opel Vivaro),lvmr,Low,100%,
Chania,7,7,7,Mini Van (Opel Vivaro),lvmr,Low,100%,
Chania,8,13,7,Mini Van (Opel Vivaro),lvmr,Low,107%,
Chania,14,14,14,Mini Van (Opel Vivaro),lvmr,Low,100%,
Chania,15,21,14,Mini Van (Opel Vivaro),lvmr,Low,100%,
Chania,22,29,14,Mini Van (Opel Vivaro),lvmr,Low,100%,
Chania,30, max ,14,Mini Van (Opel Vivaro),lvmr,Low,131%,
Chania,1,2,4,Mini Van (Citroen Jumpy Space Tourer Automatic),lvar,Low,129%,
Chania,3,3,4,Mini Van (Citroen Jumpy Space Tourer Automatic),lvar,Low,107%,
Chania,4,6,4,Mini Van (Citroen Jumpy Space Tourer Automatic),lvar,Low,100%,
Chania,7,7,7,Mini Van (Citroen Jumpy Space Tourer Automatic),lvar,Low,100%,
Chania,8,13,7,Mini Van (Citroen Jumpy Space Tourer Automatic),lvar,Low,93%,
Chania,14,14,14,Mini Van (Citroen Jumpy Space Tourer Automatic),lvar,Low,100%,
Chania,15,21,14,Mini Van (Citroen Jumpy Space Tourer Automatic),lvar,Low,100%,
Chania,22,29,14,Mini Van (Citroen Jumpy Space Tourer Automatic),lvar,Low,100%,
Chania,30, max ,14,Mini Van (Citroen Jumpy Space Tourer Automatic),lvar,Low,300%,
Chania,1,2,4,Mini Van (Mercedes Vito),pvmr,Low,129%,
Chania,3,3,4,Mini Van (Mercedes Vito),pvmr,Low,107%,
Chania,4,6,4,Mini Van (Mercedes Vito),pvmr,Low,100%,
Chania,7,7,7,Mini Van (Mercedes Vito),pvmr,Low,100%,
Chania,8,13,7,Mini Van (Mercedes Vito),pvmr,Low,93%,
Chania,14,14,14,Mini Van (Mercedes Vito),pvmr,Low,100%,
Chania,15,21,14,Mini Van (Mercedes Vito),pvmr,Low,100%,
Chania,22,29,14,Mini Van (Mercedes Vito),pvmr,Low,100%,
Chania,30, max ,14,Mini Van (Mercedes Vito),pvmr,Low,300%,
Chania,1,2,4,Mini (Suzuki Celerio),mdmr,High,167%,
Chania,3,3,4,Mini (Suzuki Celerio),mdmr,High,139%,
Chania,4,6,4,Mini (Suzuki Celerio),mdmr,High,100%,
Chania,7,7,7,Mini (Suzuki Celerio),mdmr,High,100%,
Chania,8,13,7,Mini (Suzuki Celerio),mdmr,High,102%,
Chania,14,14,14,Mini (Suzuki Celerio),mdmr,High,100%,
Chania,15,21,14,Mini (Suzuki Celerio),mdmr,High,115%,
Chania,22,29,14,Mini (Suzuki Celerio),mdmr,High,115%,
Chania,30, max ,14,Mini (Suzuki Celerio),mdmr,High,243%,
Chania,1,2,4,Economy (Fiat Panda),ecmr,High,167%,
Chania,3,3,4,Economy (Fiat Panda),ecmr,High,140%,
Chania,4,6,4,Economy (Fiat Panda),ecmr,High,100%,
Chania,7,7,7,Economy (Fiat Panda),ecmr,High,100%,
Chania,8,13,7,Economy (Fiat Panda),ecmr,High,102%,
Chania,14,14,14,Economy (Fiat Panda),ecmr,High,100%,
Chania,15,21,14,Economy (Fiat Panda),ecmr,High,115%,
Chania,22,29,14,Economy (Fiat Panda),ecmr,High,115%,
Chania,30, max ,14,Economy (Fiat Panda),ecmr,High,243%,
Chania,1,2,4,Economy (Suzuki Swift),edmr,High,167%,
Chania,3,3,4,Economy (Suzuki Swift),edmr,High,139%,
Chania,4,6,4,Economy (Suzuki Swift),edmr,High,100%,
Chania,7,7,7,Economy (Suzuki Swift),edmr,High,100%,
Chania,8,13,7,Economy (Suzuki Swift),edmr,High,102%,
Chania,14,14,14,Economy (Suzuki Swift),edmr,High,100%,
Chania,15,21,14,Economy (Suzuki Swift),edmr,High,115%,
Chania,22,29,14,Economy (Suzuki Swift),edmr,High,115%,
Chania,30, max ,14,Economy (Suzuki Swift),edmr,High,243%,
Chania,1,2,4,Economy (Suzuki Swift Automatic),edar,High,167%,
Chania,3,3,4,Economy (Suzuki Swift Automatic),edar,High,140%,
Chania,4,6,4,Economy (Suzuki Swift Automatic),edar,High,100%,
Chania,7,7,7,Economy (Suzuki Swift Automatic),edar,High,100%,
Chania,8,13,7,Economy (Suzuki Swift Automatic),edar,High,102%,
Chania,14,14,14,Economy (Suzuki Swift Automatic),edar,High,100%,
Chania,15,21,14,Economy (Suzuki Swift Automatic),edar,High,115%,
Chania,22,29,14,Economy (Suzuki Swift Automatic),edar,High,115%,
Chania,30, max ,14,Economy (Suzuki Swift Automatic),edar,High,243%,
Chania,1,2,4,Compact (Suzuki Baleno),ccmr,High,167%,
Chania,3,3,4,Compact (Suzuki Baleno),ccmr,High,139%,
Chania,4,6,4,Compact (Suzuki Baleno),ccmr,High,100%,
Chania,7,7,7,Compact (Suzuki Baleno),ccmr,High,100%,
Chania,8,13,7,Compact (Suzuki Baleno),ccmr,High,102%,
Chania,14,14,14,Compact (Suzuki Baleno),ccmr,High,100%,
Chania,15,21,14,Compact (Suzuki Baleno),ccmr,High,115%,
Chania,22,29,14,Compact (Suzuki Baleno),ccmr,High,115%,
Chania,30, max ,14,Compact (Suzuki Baleno),ccmr,High,243%,
Chania,1,2,4,Family (Fiat Tipo),cdmr,High,167%,
Chania,3,3,4,Family (Fiat Tipo),cdmr,High,139%,
Chania,4,6,4,Family (Fiat Tipo),cdmr,High,100%,
Chania,7,7,7,Family (Fiat Tipo),cdmr,High,100%,
Chania,8,13,7,Family (Fiat Tipo),cdmr,High,102%,
Chania,14,14,14,Family (Fiat Tipo),cdmr,High,100%,
Chania,15,21,14,Family (Fiat Tipo),cdmr,High,115%,
Chania,22,29,14,Family (Fiat Tipo),cdmr,High,115%,
Chania,30, max ,14,Family (Fiat Tipo),cdmr,High,243%,
Chania,1,2,4,Family (Fiat Tipo Automatic),cdar,High,167%,
Chania,3,3,4,Family (Fiat Tipo Automatic),cdar,High,139%,
Chania,4,6,4,Family (Fiat Tipo Automatic),cdar,High,100%,
Chania,7,7,7,Family (Fiat Tipo Automatic),cdar,High,100%,
Chania,8,13,7,Family (Fiat Tipo Automatic),cdar,High,102%,
Chania,14,14,14,Family (Fiat Tipo Automatic),cdar,High,100%,
Chania,15,21,14,Family (Fiat Tipo Automatic),cdar,High,115%,
Chania,22,29,14,Family (Fiat Tipo Automatic),cdar,High,115%,
Chania,30, max ,14,Family (Fiat Tipo Automatic),cdar,High,243%,
Chania,1,2,4,Family (Citroen C-elysee),idmr,High,167%,
Chania,3,3,4,Family (Citroen C-elysee),idmr,High,140%,
Chania,4,6,4,Family (Citroen C-elysee),idmr,High,100%,
Chania,7,7,7,Family (Citroen C-elysee),idmr,High,100%,
Chania,8,13,7,Family (Citroen C-elysee),idmr,High,102%,
Chania,14,14,14,Family (Citroen C-elysee),idmr,High,100%,
Chania,15,21,14,Family (Citroen C-elysee),idmr,High,115%,
Chania,22,29,14,Family (Citroen C-elysee),idmr,High,115%,
Chania,30, max ,14,Family (Citroen C-elysee),idmr,High,243%,
Chania,1,2,4,SUV (Suzuki Vitara),ifmr,High,138%,
Chania,3,3,4,SUV (Suzuki Vitara),ifmr,High,115%,
Chania,4,6,4,SUV (Suzuki Vitara),ifmr,High,100%,
Chania,7,7,7,SUV (Suzuki Vitara),ifmr,High,100%,
Chania,8,13,7,SUV (Suzuki Vitara),ifmr,High,100%,
Chania,14,14,14,SUV (Suzuki Vitara),ifmr,High,100%,
Chania,15,21,14,SUV (Suzuki Vitara),ifmr,High,115%,
Chania,22,29,14,SUV (Suzuki Vitara),ifmr,High,115%,
Chania,30, max ,14,SUV (Suzuki Vitara),ifmr,High,159%,
Chania,1,2,4,SUV (Suzuki Vitara Automatic),ifar,High,188%,
Chania,3,3,4,SUV (Suzuki Vitara Automatic),ifar,High,157%,
Chania,4,6,4,SUV (Suzuki Vitara Automatic),ifar,High,100%,
Chania,7,7,7,SUV (Suzuki Vitara Automatic),ifar,High,100%,
Chania,8,13,7,SUV (Suzuki Vitara Automatic),ifar,High,138%,
Chania,14,14,14,SUV (Suzuki Vitara Automatic),ifar,High,100%,
Chania,15,21,14,SUV (Suzuki Vitara Automatic),ifar,High,115%,
Chania,22,29,14,SUV (Suzuki Vitara Automatic),ifar,High,115%,
Chania,30, max ,14,SUV (Suzuki Vitara Automatic),ifar,High,316%,
Chania,1,2,4,Luxury (BMW 116),ddmr,High,167%,
Chania,3,3,4,Luxury (BMW 116),ddmr,High,139%,
Chania,4,6,4,Luxury (BMW 116),ddmr,High,100%,
Chania,7,7,7,Luxury (BMW 116),ddmr,High,100%,
Chania,8,13,7,Luxury (BMW 116),ddmr,High,102%,
Chania,14,14,14,Luxury (BMW 116),ddmr,High,100%,
Chania,15,21,14,Luxury (BMW 116),ddmr,High,115%,
Chania,22,29,14,Luxury (BMW 116),ddmr,High,115%,
Chania,30, max ,14,Luxury (BMW 116),ddmr,High,243%,
Chania,1,2,4,Luxury (BMW 216),jdmr,High,167%,
Chania,3,3,4,Luxury (BMW 216),jdmr,High,139%,
Chania,4,6,4,Luxury (BMW 216),jdmr,High,100%,
Chania,7,7,7,Luxury (BMW 216),jdmr,High,100%,
Chania,8,13,7,Luxury (BMW 216),jdmr,High,102%,
Chania,14,14,14,Luxury (BMW 216),jdmr,High,100%,
Chania,15,21,14,Luxury (BMW 216),jdmr,High,115%,
Chania,22,29,14,Luxury (BMW 216),jdmr,High,115%,
Chania,30, max ,14,Luxury (BMW 216),jdmr,High,243%,
Chania,1,2,4,Luxury (BMW 216 Automatic),jdar,High,167%,
Chania,3,3,4,Luxury (BMW 216 Automatic),jdar,High,139%,
Chania,4,6,4,Luxury (BMW 216 Automatic),jdar,High,100%,
Chania,7,7,7,Luxury (BMW 216 Automatic),jdar,High,100%,
Chania,8,13,7,Luxury (BMW 216 Automatic),jdar,High,102%,
Chania,14,14,14,Luxury (BMW 216 Automatic),jdar,High,100%,
Chania,15,21,14,Luxury (BMW 216 Automatic),jdar,High,115%,
Chania,22,29,14,Luxury (BMW 216 Automatic),jdar,High,115%,
Chania,30, max ,14,Luxury (BMW 216 Automatic),jdar,High,243%,
Chania,1,2,4,Luxury (BMW X1 Automatic),sfar,High,167%,
Chania,3,3,4,Luxury (BMW X1 Automatic),sfar,High,139%,
Chania,4,6,4,Luxury (BMW X1 Automatic),sfar,High,100%,
Chania,7,7,7,Luxury (BMW X1 Automatic),sfar,High,100%,
Chania,8,13,7,Luxury (BMW X1 Automatic),sfar,High,102%,
Chania,14,14,14,Luxury (BMW X1 Automatic),sfar,High,100%,
Chania,15,21,14,Luxury (BMW X1 Automatic),sfar,High,115%,
Chania,22,29,14,Luxury (BMW X1 Automatic),sfar,High,115%,
Chania,30, max ,14,Luxury (BMW X1 Automatic),sfar,High,243%,
Chania,1,2,4,Mini Van (Fiat Doblo),fvmr,High,131%,
Chania,3,3,4,Mini Van (Fiat Doblo),fvmr,High,109%,
Chania,4,6,4,Mini Van (Fiat Doblo),fvmr,High,100%,
Chania,7,7,7,Mini Van (Fiat Doblo),fvmr,High,100%,
Chania,8,13,7,Mini Van (Fiat Doblo),fvmr,High,103%,
Chania,14,14,14,Mini Van (Fiat Doblo),fvmr,High,100%,
Chania,15,21,14,Mini Van (Fiat Doblo),fvmr,High,115%,
Chania,22,29,14,Mini Van (Fiat Doblo),fvmr,High,115%,
Chania,30, max ,14,Mini Van (Fiat Doblo),fvmr,High,141%,
Chania,1,2,4,Mini Van (Opel Vivaro),lvmr,High,131%,
Chania,3,3,4,Mini Van (Opel Vivaro),lvmr,High,109%,
Chania,4,6,4,Mini Van (Opel Vivaro),lvmr,High,100%,
Chania,7,7,7,Mini Van (Opel Vivaro),lvmr,High,100%,
Chania,8,13,7,Mini Van (Opel Vivaro),lvmr,High,107%,
Chania,14,14,14,Mini Van (Opel Vivaro),lvmr,High,100%,
Chania,15,21,14,Mini Van (Opel Vivaro),lvmr,High,115%,
Chania,22,29,14,Mini Van (Opel Vivaro),lvmr,High,115%,
Chania,30, max ,14,Mini Van (Opel Vivaro),lvmr,High,131%,
Chania,1,2,4,Mini Van (Citroen Jumpy Space Tourer Automatic),lvar,High,129%,
Chania,3,3,4,Mini Van (Citroen Jumpy Space Tourer Automatic),lvar,High,107%,
Chania,4,6,4,Mini Van (Citroen Jumpy Space Tourer Automatic),lvar,High,100%,
Chania,7,7,7,Mini Van (Citroen Jumpy Space Tourer Automatic),lvar,High,100%,
Chania,8,13,7,Mini Van (Citroen Jumpy Space Tourer Automatic),lvar,High,93%,
Chania,14,14,14,Mini Van (Citroen Jumpy Space Tourer Automatic),lvar,High,100%,
Chania,15,21,14,Mini Van (Citroen Jumpy Space Tourer Automatic),lvar,High,115%,
Chania,22,29,14,Mini Van (Citroen Jumpy Space Tourer Automatic),lvar,High,115%,
Chania,30, max ,14,Mini Van (Citroen Jumpy Space Tourer Automatic),lvar,High,300%,
Chania,1,2,4,Mini Van (Mercedes Vito),pvmr,High,131%,
Chania,3,3,4,Mini Van (Mercedes Vito),pvmr,High,109%,
Chania,4,6,4,Mini Van (Mercedes Vito),pvmr,High,100%,
Chania,7,7,7,Mini Van (Mercedes Vito),pvmr,High,100%,
Chania,8,13,7,Mini Van (Mercedes Vito),pvmr,High,107%,
Chania,14,14,14,Mini Van (Mercedes Vito),pvmr,High,100%,
Chania,15,21,14,Mini Van (Mercedes Vito),pvmr,High,115%,
Chania,22,29,14,Mini Van (Mercedes Vito),pvmr,High,115%,
Chania,30, max ,14,Mini Van (Mercedes Vito),pvmr,High,131%,
Chania,1,2,4,Mini (Suzuki Celerio),mdmr,Shoulder,167%,
Chania,3,3,4,Mini (Suzuki Celerio),mdmr,Shoulder,139%,
Chania,4,6,4,Mini (Suzuki Celerio),mdmr,Shoulder,100%,
Chania,7,7,7,Mini (Suzuki Celerio),mdmr,Shoulder,100%,
Chania,8,13,7,Mini (Suzuki Celerio),mdmr,Shoulder,102%,
Chania,14,14,14,Mini (Suzuki Celerio),mdmr,Shoulder,100%,
Chania,15,21,14,Mini (Suzuki Celerio),mdmr,Shoulder,115%,
Chania,22,29,14,Mini (Suzuki Celerio),mdmr,Shoulder,115%,
Chania,30, max ,14,Mini (Suzuki Celerio),mdmr,Shoulder,243%,
Chania,1,2,4,Economy (Fiat Panda),ecmr,Shoulder,167%,
Chania,3,3,4,Economy (Fiat Panda),ecmr,Shoulder,140%,
Chania,4,6,4,Economy (Fiat Panda),ecmr,Shoulder,100%,
Chania,7,7,7,Economy (Fiat Panda),ecmr,Shoulder,100%,
Chania,8,13,7,Economy (Fiat Panda),ecmr,Shoulder,102%,
Chania,14,14,14,Economy (Fiat Panda),ecmr,Shoulder,100%,
Chania,15,21,14,Economy (Fiat Panda),ecmr,Shoulder,115%,
Chania,22,29,14,Economy (Fiat Panda),ecmr,Shoulder,115%,
Chania,30, max ,14,Economy (Fiat Panda),ecmr,Shoulder,243%,
Chania,1,2,4,Economy (Suzuki Swift),edmr,Shoulder,167%,
Chania,3,3,4,Economy (Suzuki Swift),edmr,Shoulder,139%,
Chania,4,6,4,Economy (Suzuki Swift),edmr,Shoulder,100%,
Chania,7,7,7,Economy (Suzuki Swift),edmr,Shoulder,100%,
Chania,8,13,7,Economy (Suzuki Swift),edmr,Shoulder,102%,
Chania,14,14,14,Economy (Suzuki Swift),edmr,Shoulder,100%,
Chania,15,21,14,Economy (Suzuki Swift),edmr,Shoulder,115%,
Chania,22,29,14,Economy (Suzuki Swift),edmr,Shoulder,115%,
Chania,30, max ,14,Economy (Suzuki Swift),edmr,Shoulder,243%,
Chania,1,2,4,Economy (Suzuki Swift Automatic),edar,Shoulder,167%,
Chania,3,3,4,Economy (Suzuki Swift Automatic),edar,Shoulder,140%,
Chania,4,6,4,Economy (Suzuki Swift Automatic),edar,Shoulder,100%,
Chania,7,7,7,Economy (Suzuki Swift Automatic),edar,Shoulder,100%,
Chania,8,13,7,Economy (Suzuki Swift Automatic),edar,Shoulder,102%,
Chania,14,14,14,Economy (Suzuki Swift Automatic),edar,Shoulder,100%,
Chania,15,21,14,Economy (Suzuki Swift Automatic),edar,Shoulder,115%,
Chania,22,29,14,Economy (Suzuki Swift Automatic),edar,Shoulder,115%,
Chania,30, max ,14,Economy (Suzuki Swift Automatic),edar,Shoulder,243%,
Chania,1,2,4,Compact (Suzuki Baleno),ccmr,Shoulder,167%,
Chania,3,3,4,Compact (Suzuki Baleno),ccmr,Shoulder,140%,
Chania,4,6,4,Compact (Suzuki Baleno),ccmr,Shoulder,100%,
Chania,7,7,7,Compact (Suzuki Baleno),ccmr,Shoulder,100%,
Chania,8,13,7,Compact (Suzuki Baleno),ccmr,Shoulder,102%,
Chania,14,14,14,Compact (Suzuki Baleno),ccmr,Shoulder,100%,
Chania,15,21,14,Compact (Suzuki Baleno),ccmr,Shoulder,115%,
Chania,22,29,14,Compact (Suzuki Baleno),ccmr,Shoulder,115%,
Chania,30, max ,14,Compact (Suzuki Baleno),ccmr,Shoulder,243%,
Chania,1,2,4,Family (Fiat Tipo),cdmr,Shoulder,167%,
Chania,3,3,4,Family (Fiat Tipo),cdmr,Shoulder,140%,
Chania,4,6,4,Family (Fiat Tipo),cdmr,Shoulder,100%,
Chania,7,7,7,Family (Fiat Tipo),cdmr,Shoulder,100%,
Chania,8,13,7,Family (Fiat Tipo),cdmr,Shoulder,102%,
Chania,14,14,14,Family (Fiat Tipo),cdmr,Shoulder,100%,
Chania,15,21,14,Family (Fiat Tipo),cdmr,Shoulder,115%,
Chania,22,29,14,Family (Fiat Tipo),cdmr,Shoulder,115%,
Chania,30, max ,14,Family (Fiat Tipo),cdmr,Shoulder,243%,
Chania,1,2,4,Family (Fiat Tipo Automatic),cdar,Shoulder,167%,
Chania,3,3,4,Family (Fiat Tipo Automatic),cdar,Shoulder,139%,
Chania,4,6,4,Family (Fiat Tipo Automatic),cdar,Shoulder,100%,
Chania,7,7,7,Family (Fiat Tipo Automatic),cdar,Shoulder,100%,
Chania,8,13,7,Family (Fiat Tipo Automatic),cdar,Shoulder,102%,
Chania,14,14,14,Family (Fiat Tipo Automatic),cdar,Shoulder,100%,
Chania,15,21,14,Family (Fiat Tipo Automatic),cdar,Shoulder,115%,
Chania,22,29,14,Family (Fiat Tipo Automatic),cdar,Shoulder,115%,
Chania,30, max ,14,Family (Fiat Tipo Automatic),cdar,Shoulder,243%,
Chania,1,2,4,Family (Citroen C-elysee),idmr,Shoulder,168%,
Chania,3,3,4,Family (Citroen C-elysee),idmr,Shoulder,140%,
Chania,4,6,4,Family (Citroen C-elysee),idmr,Shoulder,100%,
Chania,7,7,7,Family (Citroen C-elysee),idmr,Shoulder,100%,
Chania,8,13,7,Family (Citroen C-elysee),idmr,Shoulder,102%,
Chania,14,14,14,Family (Citroen C-elysee),idmr,Shoulder,100%,
Chania,15,21,14,Family (Citroen C-elysee),idmr,Shoulder,115%,
Chania,22,29,14,Family (Citroen C-elysee),idmr,Shoulder,115%,
Chania,30, max ,14,Family (Citroen C-elysee),idmr,Shoulder,243%,
Chania,1,2,4,SUV (Suzuki Vitara),ifmr,Shoulder,138%,
Chania,3,3,4,SUV (Suzuki Vitara),ifmr,Shoulder,115%,
Chania,4,6,4,SUV (Suzuki Vitara),ifmr,Shoulder,100%,
Chania,7,7,7,SUV (Suzuki Vitara),ifmr,Shoulder,100%,
Chania,8,13,7,SUV (Suzuki Vitara),ifmr,Shoulder,100%,
Chania,14,14,14,SUV (Suzuki Vitara),ifmr,Shoulder,100%,
Chania,15,21,14,SUV (Suzuki Vitara),ifmr,Shoulder,115%,
Chania,22,29,14,SUV (Suzuki Vitara),ifmr,Shoulder,115%,
Chania,30, max ,14,SUV (Suzuki Vitara),ifmr,Shoulder,159%,
Chania,1,2,4,SUV (Suzuki Vitara Automatic),ifar,Shoulder,188%,
Chania,3,3,4,SUV (Suzuki Vitara Automatic),ifar,Shoulder,157%,
Chania,4,6,4,SUV (Suzuki Vitara Automatic),ifar,Shoulder,100%,
Chania,7,7,7,SUV (Suzuki Vitara Automatic),ifar,Shoulder,100%,
Chania,8,13,7,SUV (Suzuki Vitara Automatic),ifar,Shoulder,138%,
Chania,14,14,14,SUV (Suzuki Vitara Automatic),ifar,Shoulder,100%,
Chania,15,21,14,SUV (Suzuki Vitara Automatic),ifar,Shoulder,115%,
Chania,22,29,14,SUV (Suzuki Vitara Automatic),ifar,Shoulder,115%,
Chania,30, max ,14,SUV (Suzuki Vitara Automatic),ifar,Shoulder,316%,
Chania,1,2,4,Luxury (BMW 116),ddmr,Shoulder,167%,
Chania,3,3,4,Luxury (BMW 116),ddmr,Shoulder,140%,
Chania,4,6,4,Luxury (BMW 116),ddmr,Shoulder,100%,
Chania,7,7,7,Luxury (BMW 116),ddmr,Shoulder,100%,
Chania,8,13,7,Luxury (BMW 116),ddmr,Shoulder,102%,
Chania,14,14,14,Luxury (BMW 116),ddmr,Shoulder,100%,
Chania,15,21,14,Luxury (BMW 116),ddmr,Shoulder,115%,
Chania,22,29,14,Luxury (BMW 116),ddmr,Shoulder,115%,
Chania,30, max ,14,Luxury (BMW 116),ddmr,Shoulder,243%,
Chania,1,2,4,Luxury (BMW 216),jdmr,Shoulder,167%,
Chania,3,3,4,Luxury (BMW 216),jdmr,Shoulder,139%,
Chania,4,6,4,Luxury (BMW 216),jdmr,Shoulder,100%,
Chania,7,7,7,Luxury (BMW 216),jdmr,Shoulder,100%,
Chania,8,13,7,Luxury (BMW 216),jdmr,Shoulder,102%,
Chania,14,14,14,Luxury (BMW 216),jdmr,Shoulder,100%,
Chania,15,21,14,Luxury (BMW 216),jdmr,Shoulder,115%,
Chania,22,29,14,Luxury (BMW 216),jdmr,Shoulder,115%,
Chania,30, max ,14,Luxury (BMW 216),jdmr,Shoulder,243%,
Chania,1,2,4,Luxury (BMW 216 Automatic),jdar,Shoulder,167%,
Chania,3,3,4,Luxury (BMW 216 Automatic),jdar,Shoulder,139%,
Chania,4,6,4,Luxury (BMW 216 Automatic),jdar,Shoulder,100%,
Chania,7,7,7,Luxury (BMW 216 Automatic),jdar,Shoulder,100%,
Chania,8,13,7,Luxury (BMW 216 Automatic),jdar,Shoulder,102%,
Chania,14,14,14,Luxury (BMW 216 Automatic),jdar,Shoulder,100%,
Chania,15,21,14,Luxury (BMW 216 Automatic),jdar,Shoulder,115%,
Chania,22,29,14,Luxury (BMW 216 Automatic),jdar,Shoulder,115%,
Chania,30, max ,14,Luxury (BMW 216 Automatic),jdar,Shoulder,243%,
Chania,1,2,4,Luxury (BMW X1 Automatic),sfar,Shoulder,167%,
Chania,3,3,4,Luxury (BMW X1 Automatic),sfar,Shoulder,139%,
Chania,4,6,4,Luxury (BMW X1 Automatic),sfar,Shoulder,100%,
Chania,7,7,7,Luxury (BMW X1 Automatic),sfar,Shoulder,100%,
Chania,8,13,7,Luxury (BMW X1 Automatic),sfar,Shoulder,102%,
Chania,14,14,14,Luxury (BMW X1 Automatic),sfar,Shoulder,100%,
Chania,15,21,14,Luxury (BMW X1 Automatic),sfar,Shoulder,115%,
Chania,22,29,14,Luxury (BMW X1 Automatic),sfar,Shoulder,115%,
Chania,30, max ,14,Luxury (BMW X1 Automatic),sfar,Shoulder,243%,
Chania,1,2,4,Mini Van (Fiat Doblo),fvmr,Shoulder,131%,
Chania,3,3,4,Mini Van (Fiat Doblo),fvmr,Shoulder,109%,
Chania,4,6,4,Mini Van (Fiat Doblo),fvmr,Shoulder,100%,
Chania,7,7,7,Mini Van (Fiat Doblo),fvmr,Shoulder,100%,
Chania,8,13,7,Mini Van (Fiat Doblo),fvmr,Shoulder,103%,
Chania,14,14,14,Mini Van (Fiat Doblo),fvmr,Shoulder,100%,
Chania,15,21,14,Mini Van (Fiat Doblo),fvmr,Shoulder,115%,
Chania,22,29,14,Mini Van (Fiat Doblo),fvmr,Shoulder,115%,
Chania,30, max ,14,Mini Van (Fiat Doblo),fvmr,Shoulder,141%,
Chania,1,2,4,Mini Van (Opel Vivaro),lvmr,Shoulder,131%,
Chania,3,3,4,Mini Van (Opel Vivaro),lvmr,Shoulder,109%,
Chania,4,6,4,Mini Van (Opel Vivaro),lvmr,Shoulder,100%,
Chania,7,7,7,Mini Van (Opel Vivaro),lvmr,Shoulder,100%,
Chania,8,13,7,Mini Van (Opel Vivaro),lvmr,Shoulder,107%,
Chania,14,14,14,Mini Van (Opel Vivaro),lvmr,Shoulder,100%,
Chania,15,21,14,Mini Van (Opel Vivaro),lvmr,Shoulder,115%,
Chania,22,29,14,Mini Van (Opel Vivaro),lvmr,Shoulder,115%,
Chania,30, max ,14,Mini Van (Opel Vivaro),lvmr,Shoulder,131%,
Chania,1,2,4,Mini Van (Citroen Jumpy Space Tourer Automatic),lvar,Shoulder,129%,
Chania,3,3,4,Mini Van (Citroen Jumpy Space Tourer Automatic),lvar,Shoulder,107%,
Chania,4,6,4,Mini Van (Citroen Jumpy Space Tourer Automatic),lvar,Shoulder,100%,
Chania,7,7,7,Mini Van (Citroen Jumpy Space Tourer Automatic),lvar,Shoulder,100%,
Chania,8,13,7,Mini Van (Citroen Jumpy Space Tourer Automatic),lvar,Shoulder,93%,
Chania,14,14,14,Mini Van (Citroen Jumpy Space Tourer Automatic),lvar,Shoulder,100%,
Chania,15,21,14,Mini Van (Citroen Jumpy Space Tourer Automatic),lvar,Shoulder,115%,
Chania,22,29,14,Mini Van (Citroen Jumpy Space Tourer Automatic),lvar,Shoulder,115%,
Chania,30, max ,14,Mini Van (Citroen Jumpy Space Tourer Automatic),lvar,Shoulder,300%,
Chania,1,2,4,Mini Van (Mercedes Vito),pvmr,Shoulder,131%,
Chania,3,3,4,Mini Van (Mercedes Vito),pvmr,Shoulder,109%,
Chania,4,6,4,Mini Van (Mercedes Vito),pvmr,Shoulder,100%,
Chania,7,7,7,Mini Van (Mercedes Vito),pvmr,Shoulder,100%,
Chania,8,13,7,Mini Van (Mercedes Vito),pvmr,Shoulder,107%,
Chania,14,14,14,Mini Van (Mercedes Vito),pvmr,Shoulder,100%,
Chania,15,21,14,Mini Van (Mercedes Vito),pvmr,Shoulder,115%,
Chania,22,29,14,Mini Van (Mercedes Vito),pvmr,Shoulder,115%,
Chania,30, max ,14,Mini Van (Mercedes Vito),pvmr,Shoulder,131%,
Thessaloniki,1,2,4,Mini (Suzuki Celerio),mdmr,Low,168%,
Thessaloniki,3,3,4,Mini (Suzuki Celerio),mdmr,Low,140%,
Thessaloniki,4,6,4,Mini (Suzuki Celerio),mdmr,Low,100%,
Thessaloniki,7,7,7,Mini (Suzuki Celerio),mdmr,Low,100%,
Thessaloniki,8,13,7,Mini (Suzuki Celerio),mdmr,Low,102%,
Thessaloniki,14,14,14,Mini (Suzuki Celerio),mdmr,Low,100%,
Thessaloniki,15,21,14,Mini (Suzuki Celerio),mdmr,Low,150%,
Thessaloniki,22,29,14,Mini (Suzuki Celerio),mdmr,Low,150%,
Thessaloniki,30, max ,14,Mini (Suzuki Celerio),mdmr,Low,244%,
Thessaloniki,1,2,4,Economy (Fiat Panda),ecmr,Low,170%,
Thessaloniki,3,3,4,Economy (Fiat Panda),ecmr,Low,142%,
Thessaloniki,4,6,4,Economy (Fiat Panda),ecmr,Low,100%,
