Location,From Day,To Day,Shop Day,Category,sipp code,Season ,Tether Off Shop Day,
Athens,4,6,4,Family (Fiat Tipo Automatic),cdar,Shoulder,100%,
Athens,7,7,7,Family (Fiat Tipo Automatic),cdar,Shoulder,100%,
Athens,8,13,7,Family (Fiat Tipo Automatic),cdar,Shoulder,102%,
Athens,14,14,14,Family (Fiat Tipo Automatic),cdar,Shoulder,100%,
Athens,15,21,14,Family (Fiat Tipo Automatic),cdar,Shoulder,115%,
Athens,22,29,14,Family (Fiat Tipo Automatic),cdar,Shoulder,115%,
Athens,30, max ,14,Family (Fiat Tipo Automatic),cdar,Shoulder,243%,
Athens,1,2,4,Family (Citroen C-elysee),idmr,Shoulder,167%,
Athens,3,3,4,Family (Citroen C-elysee),idmr,Shoulder,139%,
Athens,4,6,4,Family (Citroen C-elysee),idmr,Shoulder,100%,
Athens,7,7,7,Family (Citroen C-elysee),idmr,Shoulder,100%,
Athens,8,13,7,Family (Citroen C-elysee),idmr,Shoulder,102%,
Athens,14,14,14,Family (Citroen C-elysee),idmr,Shoulder,100%,
Athens,15,21,14,Family (Citroen C-elysee),idmr,Shoulder,115%,
Athens,22,29,14,Family (Citroen C-elysee),idmr,Shoulder,115%,
Athens,30, max ,14,Family (Citroen C-elysee),idmr,Shoulder,243%,
Athens,1,2,4,SUV (Suzuki Vitara),ifmr,Shoulder,138%,
Athens,3,3,4,SUV (Suzuki Vitara),ifmr,Shoulder,115%,
Athens,4,6,4,SUV (Suzuki Vitara),ifmr,Shoulder,100%,
Athens,7,7,7,SUV (Suzuki Vitara),ifmr,Shoulder,100%,
Athens,8,13,7,SUV (Suzuki Vitara),ifmr,Shoulder,100%,
Athens,14,14,14,SUV (Suzuki Vitara),ifmr,Shoulder,100%,
Athens,15,21,14,SUV (Suzuki Vitara),ifmr,Shoulder,115%,
Athens,22,29,14,SUV (Suzuki Vitara),ifmr,Shoulder,115%,
Athens,30, max ,14,SUV (Suzuki Vitara),ifmr,Shoulder,159%,
Athens,1,2,4,SUV (Suzuki Vitara Automatic),ifar,Shoulder,188%,
Athens,3,3,4,SUV (Suzuki Vitara Automatic),ifar,Shoulder,157%,
Athens,4,6,4,SUV (Suzuki Vitara Automatic),ifar,Shoulder,100%,
Athens,7,7,7,SUV (Suzuki Vitara Automatic),ifar,Shoulder,100%,
Athens,8,13,7,SUV (Suzuki Vitara Automatic),ifar,Shoulder,138%,
Athens,14,14,14,SUV (Suzuki Vitara Automatic),ifar,Shoulder,100%,
Athens,15,21,14,SUV (Suzuki Vitara Automatic),ifar,Shoulder,115%,
Athens,22,29,14,SUV (Suzuki Vitara Automatic),ifar,Shoulder,115%,
Athens,30, max ,14,SUV (Suzuki Vitara Automatic),ifar,Shoulder,316%,
Athens,1,2,4,Luxury (BMW 116),ddmr,Shoulder,167%,
Athens,3,3,4,Luxury (BMW 116),ddmr,Shoulder,139%,
Athens,4,6,4,Luxury (BMW 116),ddmr,Shoulder,100%,
Athens,7,7,7,Luxury (BMW 116),ddmr,Shoulder,100%,
Athens,8,13,7,Luxury (BMW 116),ddmr,Shoulder,102%,
Athens,14,14,14,Luxury (BMW 116),ddmr,Shoulder,100%,
Athens,15,21,14,Luxury (BMW 116),ddmr,Shoulder,115%,
Athens,22,29,14,Luxury (BMW 116),ddmr,Shoulder,115%,
Athens,30, max ,14,Luxury (BMW 116),ddmr,Shoulder,243%,
Athens,1,2,4,Luxury (BMW 216),jdmr,Shoulder,167%,
Athens,3,3,4,Luxury (BMW 216),jdmr,Shoulder,140%,
Athens,4,6,4,Luxury (BMW 216),jdmr,Shoulder,100%,
Athens,7,7,7,Luxury (BMW 216),jdmr,Shoulder,100%,
Athens,8,13,7,Luxury (BMW 216),jdmr,Shoulder,102%,
Athens,14,14,14,Luxury (BMW 216),jdmr,Shoulder,100%,
Athens,15,21,14,Luxury (BMW 216),jdmr,Shoulder,115%,
Athens,22,29,14,Luxury (BMW 216),jdmr,Shoulder,115%,
Athens,30, max ,14,Luxury (BMW 216),jdmr,Shoulder,243%,
Athens,1,2,4,Luxury (BMW 216 Automatic),jdar,Shoulder,167%,
Athens,3,3,4,Luxury (BMW 216 Automatic),jdar,Shoulder,140%,
Athens,4,6,4,Luxury (BMW 216 Automatic),jdar,Shoulder,100%,
Athens,7,7,7,Luxury (BMW 216 Automatic),jdar,Shoulder,100%,
Athens,8,13,7,Luxury (BMW 216 Automatic),jdar,Shoulder,102%,
Athens,14,14,14,Luxury (BMW 216 Automatic),jdar,Shoulder,100%,
Athens,15,21,14,Luxury (BMW 216 Automatic),jdar,Shoulder,115%,
Athens,22,29,14,Luxury (BMW 216 Automatic),jdar,Shoulder,115%,
Athens,30, max ,14,Luxury (BMW 216 Automatic),jdar,Shoulder,243%,
Athens,1,2,4,Luxury (BMW X1 Automatic),sfar,Shoulder,167%,
Athens,3,3,4,Luxury (BMW X1 Automatic),sfar,Shoulder,140%,
Athens,4,6,4,Luxury (BMW X1 Automatic),sfar,Shoulder,100%,
Athens,7,7,7,Luxury (BMW X1 Automatic),sfar,Shoulder,100%,
Athens,8,13,7,Luxury (BMW X1 Automatic),sfar,Shoulder,102%,
Athens,14,14,14,Luxury (BMW X1 Automatic),sfar,Shoulder,100%,
Athens,15,21,14,Luxury (BMW X1 Automatic),sfar,Shoulder,115%,
Athens,22,29,14,Luxury (BMW X1 Automatic),sfar,Shoulder,115%,
Athens,30, max ,14,Luxury (BMW X1 Automatic),sfar,Shoulder,243%,
Athens,1,2,4,Mini Van (Fiat Doblo),fvmr,Shoulder,131%,
Athens,3,3,4,Mini Van (Fiat Doblo),fvmr,Shoulder,109%,
Athens,4,6,4,Mini Van (Fiat Doblo),fvmr,Shoulder,100%,
Athens,7,7,7,Mini Van (Fiat Doblo),fvmr,Shoulder,100%,
Athens,8,13,7,Mini Van (Fiat Doblo),fvmr,Shoulder,103%,
Athens,14,14,14,Mini Van (Fiat Doblo),fvmr,Shoulder,100%,
Athens,15,21,14,Mini Van (Fiat Doblo),fvmr,Shoulder,115%,
Athens,22,29,14,Mini Van (Fiat Doblo),fvmr,Shoulder,115%,
Athens,30, max ,14,Mini Van (Fiat Doblo),fvmr,Shoulder,141%,
Athens,1,2,4,Mini Van (Opel Vivaro),lvmr,Shoulder,131%,
Athens,3,3,4,Mini Van (Opel Vivaro),lvmr,Shoulder,109%,
Athens,4,6,4,Mini Van (Opel Vivaro),lvmr,Shoulder,100%,
Athens,7,7,7,Mini Van (Opel Vivaro),lvmr,Shoulder,100%,
Athens,8,13,7,Mini Van (Opel Vivaro),lvmr,Shoulder,107%,
Athens,14,14,14,Mini Van (Opel Vivaro),lvmr,Shoulder,100%,
Athens,15,21,14,Mini Van (Opel Vivaro),lvmr,Shoulder,115%,
Athens,22,29,14,Mini Van (Opel Vivaro),lvmr,Shoulder,115%,
Athens,30, max ,14,Mini Van (Opel Vivaro),lvmr,Shoulder,131%,
Athens,1,2,4,Mini Van (Citroen Jumpy Space Tourer Automatic),lvar,Shoulder,129%,
Athens,3,3,4,Mini Van (Citroen Jumpy Space Tourer Automatic),lvar,Shoulder,107%,
Athens,4,6,4,Mini Van (Citroen Jumpy Space Tourer Automatic),lvar,Shoulder,100%,
Athens,7,7,7,Mini Van (Citroen Jumpy Space Tourer Automatic),lvar,Shoulder,100%,
Athens,8,13,7,Mini Van (Citroen Jumpy Space Tourer Automatic),lvar,Shoulder,93%,
Athens,14,14,14,Mini Van (Citroen Jumpy Space Tourer Automatic),lvar,Shoulder,100%,
Athens,15,21,14,Mini Van (Citroen Jumpy Space Tourer Automatic),lvar,Shoulder,115%,
Athens,22,29,14,Mini Van (Citroen Jumpy Space Tourer Automatic),lvar,Shoulder,115%,
Athens,30, max ,14,Mini Van (Citroen Jumpy Space Tourer Automatic),lvar,Shoulder,300%,
Athens,1,2,4,Mini Van (Mercedes Vito),pvmr,Shoulder,131%,
Athens,3,3,4,Mini Van (Mercedes Vito),pvmr,Shoulder,109%,
Athens,4,6,4,Mini Van (Mercedes Vito),pvmr,Shoulder,100%,
Athens,7,7,7,Mini Van (Mercedes Vito),pvmr,Shoulder,100%,
Athens,8,13,7,Mini Van (Mercedes Vito),pvmr,Shoulder,107%,
Athens,14,14,14,Mini Van (Mercedes Vito),pvmr,Shoulder,100%,
Athens,15,21,14,Mini Van (Mercedes Vito),pvmr,Shoulder,115%,
Athens,22,29,14,Mini Van (Mercedes Vito),pvmr,Shoulder,115%,
Athens,30, max ,14,Mini Van (Mercedes Vito),pvmr,Shoulder,131%,
Herakkion,1,2,4,Mini (Suzuki Celerio),mdmr,Low,167%,
Herakkion,3,3,4,Mini (Suzuki Celerio),mdmr,Low,140%,
Herakkion,4,6,4,Mini (Suzuki Celerio),mdmr,Low,100%,
Herakkion,7,7,7,Mini (Suzuki Celerio),mdmr,Low,100%,
Herakkion,8,13,7,Mini (Suzuki Celerio),mdmr,Low,102%,
Herakkion,14,14,14,Mini (Suzuki Celerio),mdmr,Low,100%,
Herakkion,15,21,14,Mini (Suzuki Celerio),mdmr,Low,100%,
Herakkion,22,29,14,Mini (Suzuki Celerio),mdmr,Low,100%,
Herakkion,30, max ,14,Mini (Suzuki Celerio),mdmr,Low,243%,
Herakkion,1,2,4,Economy (Fiat Panda),ecmr,Low,171%,
Herakkion,3,3,4,Economy (Fiat Panda),ecmr,Low,142%,
Herakkion,4,6,4,Economy (Fiat Panda),ecmr,Low,100%,
Herakkion,7,7,7,Economy (Fiat Panda),ecmr,Low,100%,
Herakkion,8,13,7,Economy (Fiat Panda),ecmr,Low,102%,
Herakkion,14,14,14,Economy (Fiat Panda),ecmr,Low,100%,
Herakkion,15,21,14,Economy (Fiat Panda),ecmr,Low,100%,
Herakkion,22,29,14,Economy (Fiat Panda),ecmr,Low,100%,
Herakkion,30, max ,14,Economy (Fiat Panda),ecmr,Low,229%,
Herakkion,1,2,4,Economy (Suzuki Swift),edmr,Low,170%,
Herakkion,3,3,4,Economy (Suzuki Swift),edmr,Low,142%,
Herakkion,4,6,4,Economy (Suzuki Swift),edmr,Low,100%,
Herakkion,7,7,7,Economy (Suzuki Swift),edmr,Low,100%,
Herakkion,8,13,7,Economy (Suzuki Swift),edmr,Low,101%,
Herakkion,14,14,14,Economy (Suzuki Swift),edmr,Low,100%,
Herakkion,15,21,14,Economy (Suzuki Swift),edmr,Low,100%,
Herakkion,22,29,14,Economy (Suzuki Swift),edmr,Low,100%,
Herakkion,30, max ,14,Economy (Suzuki Swift),edmr,Low,230%,
Herakkion,1,2,4,Economy (Suzuki Swift Automatic),edar,Low,188%,
Herakkion,3,3,4,Economy (Suzuki Swift Automatic),edar,Low,157%,
Herakkion,4,6,4,Economy (Suzuki Swift Automatic),edar,Low,100%,
Herakkion,7,7,7,Economy (Suzuki Swift Automatic),edar,Low,100%,
Herakkion,8,13,7,Economy (Suzuki Swift Automatic),edar,Low,138%,
Herakkion,14,14,14,Economy (Suzuki Swift Automatic),edar,Low,100%,
Herakkion,15,21,14,Economy (Suzuki Swift Automatic),edar,Low,100%,
Herakkion,22,29,14,Economy (Suzuki Swift Automatic),edar,Low,100%,
Herakkion,30, max ,14,Economy (Suzuki Swift Automatic),edar,Low,316%,
Herakkion,1,2,4,Compact (Suzuki Baleno),ccmr,Low,150%,
Herakkion,3,3,4,Compact (Suzuki Baleno),ccmr,Low,125%,
Herakkion,4,6,4,Compact (Suzuki Baleno),ccmr,Low,100%,
Herakkion,7,7,7,Compact (Suzuki Baleno),ccmr,Low,100%,
Herakkion,8,13,7,Compact (Suzuki Baleno),ccmr,Low,100%,
Herakkion,14,14,14,Compact (Suzuki Baleno),ccmr,Low,100%,
Herakkion,15,21,14,Compact (Suzuki Baleno),ccmr,Low,100%,
Herakkion,22,29,14,Compact (Suzuki Baleno),ccmr,Low,100%,
Herakkion,30, max ,14,Compact (Suzuki Baleno),ccmr,Low,225%,
Herakkion,1,2,4,Family (Fiat Tipo),cdmr,Low,150%,
Herakkion,3,3,4,Family (Fiat Tipo),cdmr,Low,125%,
Herakkion,4,6,4,Family (Fiat Tipo),cdmr,Low,100%,
Herakkion,7,7,7,Family (Fiat Tipo),cdmr,Low,100%,
Herakkion,8,13,7,Family (Fiat Tipo),cdmr,Low,100%,
Herakkion,14,14,14,Family (Fiat Tipo),cdmr,Low,100%,
Herakkion,15,21,14,Family (Fiat Tipo),cdmr,Low,100%,
Herakkion,22,29,14,Family (Fiat Tipo),cdmr,Low,100%,
Herakkion,30, max ,14,Family (Fiat Tipo),cdmr,Low,219%,
Herakkion,1,2,4,Family (Fiat Tipo Automatic),cdar,Low,188%,
Herakkion,3,3,4,Family (Fiat Tipo Automatic),cdar,Low,157%,
Herakkion,4,6,4,Family (Fiat Tipo Automatic),cdar,Low,100%,
Herakkion,7,7,7,Family (Fiat Tipo Automatic),cdar,Low,100%,
Herakkion,8,13,7,Family (Fiat Tipo Automatic),cdar,Low,138%,
Herakkion,14,14,14,Family (Fiat Tipo Automatic),cdar,Low,100%,
Herakkion,15,21,14,Family (Fiat Tipo Automatic),cdar,Low,100%,
Herakkion,22,29,14,Family (Fiat Tipo Automatic),cdar,Low,100%,
Herakkion,30, max ,14,Family (Fiat Tipo Automatic),cdar,Low,316%,
Herakkion,1,2,4,Family (Citroen C-elysee),idmr,Low,188%,
Herakkion,3,3,4,Family (Citroen C-elysee),idmr,Low,157%,
Herakkion,4,6,4,Family (Citroen C-elysee),idmr,Low,100%,
Herakkion,7,7,7,Family (Citroen C-elysee),idmr,Low,100%,
Herakkion,8,13,7,Family (Citroen C-elysee),idmr,Low,138%,
Herakkion,14,14,14,Family (Citroen C-elysee),idmr,Low,100%,
Herakkion,15,21,14,Family (Citroen C-elysee),idmr,Low,100%,
Herakkion,22,29,14,Family (Citroen C-elysee),idmr,Low,100%,
Herakkion,30, max ,14,Family (Citroen C-elysee),idmr,Low,316%,
Herakkion,1,2,4,SUV (Suzuki Vitara),ifmr,Low,138%,
Herakkion,3,3,4,SUV (Suzuki Vitara),ifmr,Low,115%,
Herakkion,4,6,4,SUV (Suzuki Vitara),ifmr,Low,100%,
Herakkion,7,7,7,SUV (Suzuki Vitara),ifmr,Low,100%,
Herakkion,8,13,7,SUV (Suzuki Vitara),ifmr,Low,100%,
Herakkion,14,14,14,SUV (Suzuki Vitara),ifmr,Low,100%,
Herakkion,15,21,14,SUV (Suzuki Vitara),ifmr,Low,100%,
Herakkion,22,29,14,SUV (Suzuki Vitara),ifmr,Low,100%,
Herakkion,30, max ,14,SUV (Suzuki Vitara),ifmr,Low,159%,
Herakkion,1,2,4,SUV (Suzuki Vitara Automatic),ifar,Low,188%,
Herakkion,3,3,4,SUV (Suzuki Vitara Automatic),ifar,Low,157%,
Herakkion,4,6,4,SUV (Suzuki Vitara Automatic),ifar,Low,100%,
Herakkion,7,7,7,SUV (Suzuki Vitara Automatic),ifar,Low,100%,
Herakkion,8,13,7,SUV (Suzuki Vitara Automatic),ifar,Low,138%,
Herakkion,14,14,14,SUV (Suzuki Vitara Automatic),ifar,Low,100%,
Herakkion,15,21,14,SUV (Suzuki Vitara Automatic),ifar,Low,100%,
Herakkion,22,29,14,SUV (Suzuki Vitara Automatic),ifar,Low,100%,
Herakkion,30, max ,14,SUV (Suzuki Vitara Automatic),ifar,Low,316%,
Herakkion,1,2,4,Luxury (BMW 116),ddmr,Low,180%,
Herakkion,3,3,4,Luxury (BMW 116),ddmr,Low,111%,
Herakkion,4,6,4,Luxury (BMW 116),ddmr,Low,100%,
Herakkion,7,7,7,Luxury (BMW 116),ddmr,Low,100%,
Herakkion,8,13,7,Luxury (BMW 116),ddmr,Low,102%,
Herakkion,14,14,14,Luxury (BMW 116),ddmr,Low,100%,
Herakkion,15,21,14,Luxury (BMW 116),ddmr,Low,100%,
Herakkion,22,29,14,Luxury (BMW 116),ddmr,Low,100%,
Herakkion,30, max ,14,Luxury (BMW 116),ddmr,Low,115%,
Herakkion,1,2,4,Luxury (BMW 216),jdmr,Low,180%,
Herakkion,3,3,4,Luxury (BMW 216),jdmr,Low,111%,
Herakkion,4,6,4,Luxury (BMW 216),jdmr,Low,100%,
Herakkion,7,7,7,Luxury (BMW 216),jdmr,Low,100%,
Herakkion,8,13,7,Luxury (BMW 216),jdmr,Low,102%,
Herakkion,14,14,14,Luxury (BMW 216),jdmr,Low,100%,
Herakkion,15,21,14,Luxury (BMW 216),jdmr,Low,100%,
Herakkion,22,29,14,Luxury (BMW 216),jdmr,Low,100%,
Herakkion,30, max ,14,Luxury (BMW 216),jdmr,Low,216%,
Herakkion,1,2,4,Luxury (BMW 216 Automatic),jdar,Low,180%,
Herakkion,3,3,4,Luxury (BMW 216 Automatic),jdar,Low,111%,
Herakkion,4,6,4,Luxury (BMW 216 Automatic),jdar,Low,100%,
Herakkion,7,7,7,Luxury (BMW 216 Automatic),jdar,Low,100%,
Herakkion,8,13,7,Luxury (BMW 216 Automatic),jdar,Low,102%,
Herakkion,14,14,14,Luxury (BMW 216 Automatic),jdar,Low,100%,
Herakkion,15,21,14,Luxury (BMW 216 Automatic),jdar,Low,100%,
Herakkion,22,29,14,Luxury (BMW 216 Automatic),jdar,Low,100%,
Herakkion,30, max ,14,Luxury (BMW 216 Automatic),jdar,Low,216%,
Herakkion,1,2,4,Luxury (BMW X1 Automatic),sfar,Low,180%,
Herakkion,3,3,4,Luxury (BMW X1 Automatic),sfar,Low,111%,
Herakkion,4,6,4,Luxury (BMW X1 Automatic),sfar,Low,100%,
Herakkion,7,7,7,Luxury (BMW X1 Automatic),sfar,Low,100%,
Herakkion,8,13,7,Luxury (BMW X1 Automatic),sfar,Low,102%,
Herakkion,14,14,14,Luxury (BMW X1 Automatic),sfar,Low,100%,
Herakkion,15,21,14,Luxury (BMW X1 Automatic),sfar,Low,100%,
Herakkion,22,29,14,Luxury (BMW X1 Automatic),sfar,Low,100%,
Herakkion,30, max ,14,Luxury (BMW X1 Automatic),sfar,Low,216%,
Herakkion,1,2,4,Mini Van (Fiat Doblo),fvmr,Low,131%,
Herakkion,3,3,4,Mini Van (Fiat Doblo),fvmr,Low,109%,
Herakkion,4,6,4,Mini Van (Fiat Doblo),fvmr,Low,100%,
Herakkion,7,7,7,Mini Van (Fiat Doblo),fvmr,Low,100%,
Herakkion,8,13,7,Mini Van (Fiat Doblo),fvmr,Low,103%,
Herakkion,14,14,14,Mini Van (Fiat Doblo),fvmr,Low,100%,
Herakkion,15,21,14,Mini Van (Fiat Doblo),fvmr,Low,100%,
Herakkion,22,29,14,Mini Van (Fiat Doblo),fvmr,Low,100%,
Herakkion,30, max ,14,Mini Van (Fiat Doblo),fvmr,Low,141%,
Herakkion,1,2,4,Mini Van (Opel Vivaro),lvmr,Low,131%,
Herakkion,3,3,4,Mini Van (Opel Vivaro),lvmr,Low,109%,
Herakkion,4,6,4,Mini Van (Opel Vivaro),lvmr,Low,100%,
Herakkion,7,7,7,Mini Van (Opel Vivaro),lvmr,Low,100%,
Herakkion,8,13,7,Mini Van (Opel Vivaro),lvmr,Low,107%,
Herakkion,14,14,14,Mini Van (Opel Vivaro),lvmr,Low,100%,
Herakkion,15,21,14,Mini Van (Opel Vivaro),lvmr,Low,100%,
Herakkion,22,29,14,Mini Van (Opel Vivaro),lvmr,Low,100%,
Herakkion,30, max ,14,Mini Van (Opel Vivaro),lvmr,Low,131%,
Herakkion,1,2,4,Mini Van (Citroen Jumpy Space Tourer Automatic),lvar,Low,129%,
Herakkion,3,3,4,Mini Van (Citroen Jumpy Space Tourer Automatic),lvar,Low,107%,
Herakkion,4,6,4,Mini Van (Citroen Jumpy Space Tourer Automatic),lvar,Low,100%,
Herakkion,7,7,7,Mini Van (Citroen Jumpy Space Tourer Automatic),lvar,Low,100%,
Herakkion,8,13,7,Mini Van (Citroen Jumpy Space Tourer Automatic),lvar,Low,93%,
Herakkion,14,14,14,Mini Van (Citroen Jumpy Space Tourer Automatic),lvar,Low,100%,
Herakkion,15,21,14,Mini Van (Citroen Jumpy Space Tourer Automatic),lvar,Low,100%,
Herakkion,22,29,14,Mini Van (Citroen Jumpy Space Tourer Automatic),lvar,Low,100%,
Herakkion,30, max ,14,Mini Van (Citroen Jumpy Space Tourer Automatic),lvar,Low,300%,
Herakkion,1,2,4,Mini Van (Mercedes Vito),pvmr,Low,129%,
Herakkion,3,3,4,Mini Van (Mercedes Vito),pvmr,Low,107%,
Herakkion,4,6,4,Mini Van (Mercedes Vito),pvmr,Low,100%,
Herakkion,7,7,7,Mini Van (Mercedes Vito),pvmr,Low,100%,
Herakkion,8,13,7,Mini Van (Mercedes Vito),pvmr,Low,93%,
Herakkion,14,14,14,Mini Van (Mercedes Vito),pvmr,Low,100%,
Herakkion,15,21,14,Mini Van (Mercedes Vito),pvmr,Low,100%,
Herakkion,22,29,14,Mini Van (Mercedes Vito),pvmr,Low,100%,
Herakkion,30, max ,14,Mini Van (Mercedes Vito),pvmr,Low,300%,
Herakkion,1,2,4,Mini (Suzuki Celerio),mdmr,High,167%,
Herakkion,3,3,4,Mini (Suzuki Celerio),mdmr,High,139%,
Herakkion,4,6,4,Mini (Suzuki Celerio),mdmr,High,100%,
Herakkion,7,7,7,Mini (Suzuki Celerio),mdmr,High,100%,
Herakkion,8,13,7,Mini (Suzuki Celerio),mdmr,High,102%,
Herakkion,14,14,14,Mini (Suzuki Celerio),mdmr,High,100%,
Herakkion,15,21,14,Mini (Suzuki Celerio),mdmr,High,115%,
Herakkion,22,29,14,Mini (Suzuki Celerio),mdmr,High,115%,
Herakkion,30, max ,14,Mini (Suzuki Celerio),mdmr,High,243%,
Herakkion,1,2,4,Economy (Fiat Panda),ecmr,High,167%,
Herakkion,3,3,4,Economy (Fiat Panda),ecmr,High,140%,
Herakkion,4,6,4,Economy (Fiat Panda),ecmr,High,100%,
Herakkion,7,7,7,Economy (Fiat Panda),ecmr,High,100%,
Herakkion,8,13,7,Economy (Fiat Panda),ecmr,High,102%,
Herakkion,14,14,14,Economy (Fiat Panda),ecmr,High,100%,
Herakkion,15,21,14,Economy (Fiat Panda),ecmr,High,115%,
Herakkion,22,29,14,Economy (Fiat Panda),ecmr,High,115%,
Herakkion,30, max ,14,Economy (Fiat Panda),ecmr,High,243%,
Herakkion,1,2,4,Economy (Suzuki Swift),edmr,High,167%,
Herakkion,3,3,4,Economy (Suzuki Swift),edmr,High,140%,
Herakkion,4,6,4,Economy (Suzuki Swift),edmr,High,100%,
Herakkion,7,7,7,Economy (Suzuki Swift),edmr,High,100%,
Herakkion,8,13,7,Economy (Suzuki Swift),edmr,High,102%,
Herakkion,14,14,14,Economy (Suzuki Swift),edmr,High,100%,
Herakkion,15,21,14,Economy (Suzuki Swift),edmr,High,115%,
Herakkion,22,29,14,Economy (Suzuki Swift),edmr,High,115%,
Herakkion,30, max ,14,Economy (Suzuki Swift),edmr,High,243%,
Herakkion,1,2,4,Economy (Suzuki Swift Automatic),edar,High,167%,
Herakkion,3,3,4,Economy (Suzuki Swift Automatic),edar,High,140%,
Herakkion,4,6,4,Economy (Suzuki Swift Automatic),edar,High,100%,
Herakkion,7,7,7,Economy (Suzuki Swift Automatic),edar,High,100%,
Herakkion,8,13,7,Economy (Suzuki Swift Automatic),edar,High,102%,
Herakkion,14,14,14,Economy (Suzuki Swift Automatic),edar,High,100%,
Herakkion,15,21,14,Economy (Suzuki Swift Automatic),edar,High,115%,
Herakkion,22,29,14,Economy (Suzuki Swift Automatic),edar,High,115%,
Herakkion,30, max ,14,Economy (Suzuki Swift Automatic),edar,High,243%,
Herakkion,1,2,4,Compact (Suzuki Baleno),ccmr,High,167%,
Herakkion,3,3,4,Compact (Suzuki Baleno),ccmr,High,140%,
Herakkion,4,6,4,Compact (Suzuki Baleno),ccmr,High,100%,
Herakkion,7,7,7,Compact (Suzuki Baleno),ccmr,High,100%,
Herakkion,8,13,7,Compact (Suzuki Baleno),ccmr,High,102%,
Herakkion,14,14,14,Compact (Suzuki Baleno),ccmr,High,100%,
Herakkion,15,21,14,Compact (Suzuki Baleno),ccmr,High,115%,
Herakkion,22,29,14,Compact (Suzuki Baleno),ccmr,High,115%,
Herakkion,30, max ,14,Compact (Suzuki Baleno),ccmr,High,243%,
Herakkion,1,2,4,Family (Fiat Tipo),cdmr,High,167%,
Herakkion,3,3,4,Family (Fiat Tipo),cdmr,High,139%,
Herakkion,4,6,4,Family (Fiat Tipo),cdmr,High,100%,
Herakkion,7,7,7,Family (Fiat Tipo),cdmr,High,100%,
Herakkion,8,13,7,Family (Fiat Tipo),cdmr,High,102%,
Herakkion,14,14,14,Family (Fiat Tipo),cdmr,High,100%,
Herakkion,15,21,14,Family (Fiat Tipo),cdmr,High,115%,
Herakkion,22,29,14,Family (Fiat Tipo),cdmr,High,115%,
Herakkion,30, max ,14,Family (Fiat Tipo),cdmr,High,243%,
Herakkion,1,2,4,Family (Fiat Tipo Automatic),cdar,High,167%,
Herakkion,3,3,4,Family (Fiat Tipo Automatic),cdar,High,139%,
Herakkion,4,6,4,Family (Fiat Tipo Automatic),cdar,High,100%,
Herakkion,7,7,7,Family (Fiat Tipo Automatic),cdar,High,100%,
Herakkion,8,13,7,Family (Fiat Tipo Automatic),cdar,High,102%,
Herakkion,14,14,14,Family (Fiat Tipo Automatic),cdar,High,100%,
Herakkion,15,21,14,Family (Fiat Tipo Automatic),cdar,High,115%,
Herakkion,22,29,14,Family (Fiat Tipo Automatic),cdar,High,115%,
Herakkion,30, max ,14,Family (Fiat Tipo Automatic),cdar,High,243%,
Herakkion,1,2,4,Family (Citroen C-elysee),idmr,High,167%,
Herakkion,3,3,4,Family (Citroen C-elysee),idmr,High,139%,
Herakkion,4,6,4,Family (Citroen C-elysee),idmr,High,100%,
Herakkion,7,7,7,Family (Citroen C-elysee),idmr,High,100%,
Herakkion,8,13,7,Family (Citroen C-elysee),idmr,High,102%,
Herakkion,14,14,14,Family (Citroen C-elysee),idmr,High,100%,
Herakkion,15,21,14,Family (Citroen C-elysee),idmr,High,115%,
Herakkion,22,29,14,Family (Citroen C-elysee),idmr,High,115%,
Herakkion,30, max ,14,Family (Citroen C-elysee),idmr,High,243%,
Herakkion,1,2,4,SUV (Suzuki Vitara),ifmr,High,138%,
Herakkion,3,3,4,SUV (Suzuki Vitara),ifmr,High,115%,
Herakkion,4,6,4,SUV (Suzuki Vitara),ifmr,High,100%,
Herakkion,7,7,7,SUV (Suzuki Vitara),ifmr,High,100%,
Herakkion,8,13,7,SUV (Suzuki Vitara),ifmr,High,100%,
Herakkion,14,14,14,SUV (Suzuki Vitara),ifmr,High,100%,
Herakkion,15,21,14,SUV (Suzuki Vitara),ifmr,High,115%,
Herakkion,22,29,14,SUV (Suzuki Vitara),ifmr,High,115%,
Herakkion,30, max ,14,SUV (Suzuki Vitara),ifmr,High,159%,
Herakkion,1,2,4,SUV (Suzuki Vitara Automatic),ifar,High,188%,
Herakkion,3,3,4,SUV (Suzuki Vitara Automatic),ifar,High,157%,
Herakkion,4,6,4,SUV (Suzuki Vitara Automatic),ifar,High,100%,
Herakkion,7,7,7,SUV (Suzuki Vitara Automatic),ifar,High,100%,
Herakkion,8,13,7,SUV (Suzuki Vitara Automatic),ifar,High,138%,
Herakkion,14,14,14,SUV (Suzuki Vitara Automatic),ifar,High,100%,
Herakkion,15,21,14,SUV (Suzuki Vitara Automatic),ifar,High,115%,
Herakkion,22,29,14,SUV (Suzuki Vitara Automatic),ifar,High,115%,
Herakkion,30, max ,14,SUV (Suzuki Vitara Automatic),ifar,High,316%,
Herakkion,1,2,4,Luxury (BMW 116),ddmr,High,167%,
Herakkion,3,3,4,Luxury (BMW 116),ddmr,High,139%,
Herakkion,4,6,4,Luxury (BMW 116),ddmr,High,100%,
Herakkion,7,7,7,Luxury (BMW 116),ddmr,High,100%,
