BatchId,market,rentaldate,pickuplocation,locationcode,vehiclecategory,vehiclecategoryid,totalvehicles,extractdate
51860,UsNativeCampers,3/15/2023,Las Vegas,LAS VEGAS,Squad Campervan,8,6,3/03/2023
51860,UsNativeCampers,3/15/2023,Salt Lake City,SLC,Biggie Campervan,7,11,3/03/2023
51860,UsNativeCampers,3/15/2023,Salt Lake City,SLC,Smalls Campervan,6,6,3/03/2023
51860,UsNativeCampers,3/15/2023,Salt Lake City,SLC,Squad Campervan,8,3,3/03/2023
51860,UsNativeCampers,3/16/2023,Denver,DENVER,Biggie Campervan,7,9,3/03/2023
51860,UsNativeCampers,3/16/2023,Denver,DENVER,Smalls Campervan,6,6,3/03/2023
51860,UsNativeCampers,3/16/2023,Denver,DENVER,Squad Campervan,8,4,3/03/2023
51860,UsNativeCampers,3/16/2023,Denver,DENVER,The Caboose,10,2,3/03/2023
51860,UsNativeCampers,3/16/2023,Las Vegas,LAS VEGAS,Biggie Campervan,7,13,3/03/2023
51860,UsNativeCampers,3/16/2023,Las Vegas,LAS VEGAS,Smalls Campervan,6,19,3/03/2023
51860,UsNativeCampers,3/16/2023,Las Vegas,LAS VEGAS,Squad Campervan,8,6,3/03/2023
51860,UsNativeCampers,3/16/2023,Salt Lake City,SLC,Biggie Campervan,7,11,3/03/2023
51860,UsNativeCampers,3/16/2023,Salt Lake City,SLC,Smalls Campervan,6,6,3/03/2023
51860,UsNativeCampers,3/16/2023,Salt Lake City,SLC,Squad Campervan,8,3,3/03/2023
51860,UsNativeCampers,3/17/2023,Denver,DENVER,Biggie Campervan,7,9,3/03/2023
51860,UsNativeCampers,3/17/2023,Denver,DENVER,Smalls Campervan,6,5,3/03/2023
51860,UsNativeCampers,3/17/2023,Denver,DENVER,Squad Campervan,8,4,3/03/2023
51860,UsNativeCampers,3/17/2023,Denver,DENVER,The Caboose,10,2,3/03/2023
51860,UsNativeCampers,3/17/2023,Las Vegas,LAS VEGAS,Biggie Campervan,7,13,3/03/2023
51860,UsNativeCampers,3/17/2023,Las Vegas,LAS VEGAS,Smalls Campervan,6,20,3/03/2023
51860,UsNativeCampers,3/17/2023,Las Vegas,LAS VEGAS,Squad Campervan,8,6,3/03/2023
51860,UsNativeCampers,3/17/2023,Salt Lake City,SLC,Biggie Campervan,7,11,3/03/2023
51860,UsNativeCampers,3/17/2023,Salt Lake City,SLC,Smalls Campervan,6,6,3/03/2023
51860,UsNativeCampers,3/17/2023,Salt Lake City,SLC,Squad Campervan,8,3,3/03/2023
51860,UsNativeCampers,3/18/2023,Denver,DENVER,Biggie Campervan,7,9,3/03/2023
51860,UsNativeCampers,3/18/2023,Denver,DENVER,Smalls Campervan,6,5,3/03/2023
51860,UsNativeCampers,3/18/2023,Denver,DENVER,Squad Campervan,8,4,3/03/2023
51860,UsNativeCampers,3/18/2023,Denver,DENVER,The Caboose,10,2,3/03/2023
51860,UsNativeCampers,3/18/2023,Las Vegas,LAS VEGAS,Biggie Campervan,7,13,3/03/2023
51860,UsNativeCampers,3/18/2023,Las Vegas,LAS VEGAS,Smalls Campervan,6,20,3/03/2023
51860,UsNativeCampers,3/18/2023,Las Vegas,LAS VEGAS,Squad Campervan,8,6,3/03/2023
51860,UsNativeCampers,3/18/2023,Salt Lake City,SLC,Biggie Campervan,7,11,3/03/2023
51860,UsNativeCampers,3/18/2023,Salt Lake City,SLC,Smalls Campervan,6,6,3/03/2023
51860,UsNativeCampers,3/18/2023,Salt Lake City,SLC,Squad Campervan,8,3,3/03/2023
51860,UsNativeCampers,3/19/2023,Denver,DENVER,Biggie Campervan,7,9,3/03/2023
51860,UsNativeCampers,3/19/2023,Denver,DENVER,Smalls Campervan,6,5,3/03/2023
51860,UsNativeCampers,3/19/2023,Denver,DENVER,Squad Campervan,8,4,3/03/2023
51860,UsNativeCampers,3/19/2023,Denver,DENVER,The Caboose,10,2,3/03/2023
51860,UsNativeCampers,3/19/2023,Las Vegas,LAS VEGAS,Biggie Campervan,7,13,3/03/2023
51860,UsNativeCampers,3/19/2023,Las Vegas,LAS VEGAS,Smalls Campervan,6,20,3/03/2023
51860,UsNativeCampers,3/19/2023,Las Vegas,LAS VEGAS,Squad Campervan,8,6,3/03/2023
51860,UsNativeCampers,3/19/2023,Salt Lake City,SLC,Biggie Campervan,7,11,3/03/2023
51860,UsNativeCampers,3/19/2023,Salt Lake City,SLC,Smalls Campervan,6,6,3/03/2023
51860,UsNativeCampers,3/19/2023,Salt Lake City,SLC,Squad Campervan,8,3,3/03/2023
51860,UsNativeCampers,3/20/2023,Denver,DENVER,Biggie Campervan,7,9,3/03/2023
51860,UsNativeCampers,3/20/2023,Denver,DENVER,Smalls Campervan,6,5,3/03/2023
51860,UsNativeCampers,3/20/2023,Denver,DENVER,Squad Campervan,8,4,3/03/2023
51860,UsNativeCampers,3/20/2023,Denver,DENVER,The Caboose,10,2,3/03/2023
51860,UsNativeCampers,3/20/2023,Las Vegas,LAS VEGAS,Biggie Campervan,7,13,3/03/2023
51860,UsNativeCampers,3/20/2023,Las Vegas,LAS VEGAS,Smalls Campervan,6,20,3/03/2023
51860,UsNativeCampers,3/20/2023,Las Vegas,LAS VEGAS,Squad Campervan,8,6,3/03/2023
51860,UsNativeCampers,3/20/2023,Salt Lake City,SLC,Biggie Campervan,7,11,3/03/2023
51860,UsNativeCampers,3/20/2023,Salt Lake City,SLC,Smalls Campervan,6,6,3/03/2023
51860,UsNativeCampers,3/20/2023,Salt Lake City,SLC,Squad Campervan,8,3,3/03/2023
51860,UsNativeCampers,3/21/2023,Denver,DENVER,Biggie Campervan,7,9,3/03/2023
51860,UsNativeCampers,3/21/2023,Denver,DENVER,Smalls Campervan,6,5,3/03/2023
51860,UsNativeCampers,3/21/2023,Denver,DENVER,Squad Campervan,8,4,3/03/2023
51860,UsNativeCampers,3/21/2023,Denver,DENVER,The Caboose,10,2,3/03/2023
51860,UsNativeCampers,3/21/2023,Las Vegas,LAS VEGAS,Biggie Campervan,7,13,3/03/2023
51860,UsNativeCampers,3/21/2023,Las Vegas,LAS VEGAS,Smalls Campervan,6,20,3/03/2023
51860,UsNativeCampers,3/21/2023,Las Vegas,LAS VEGAS,Squad Campervan,8,6,3/03/2023
51860,UsNativeCampers,3/21/2023,Salt Lake City,SLC,Biggie Campervan,7,11,3/03/2023
51860,UsNativeCampers,3/21/2023,Salt Lake City,SLC,Smalls Campervan,6,6,3/03/2023
51860,UsNativeCampers,3/21/2023,Salt Lake City,SLC,Squad Campervan,8,3,3/03/2023
51860,UsNativeCampers,3/22/2023,Denver,DENVER,Biggie Campervan,7,9,3/03/2023
51860,UsNativeCampers,3/22/2023,Denver,DENVER,Smalls Campervan,6,5,3/03/2023
51860,UsNativeCampers,3/22/2023,Denver,DENVER,Squad Campervan,8,4,3/03/2023
51860,UsNativeCampers,3/22/2023,Denver,DENVER,The Caboose,10,2,3/03/2023
51860,UsNativeCampers,3/22/2023,Las Vegas,LAS VEGAS,Biggie Campervan,7,13,3/03/2023
51860,UsNativeCampers,3/22/2023,Las Vegas,LAS VEGAS,Smalls Campervan,6,20,3/03/2023
51860,UsNativeCampers,3/22/2023,Las Vegas,LAS VEGAS,Squad Campervan,8,6,3/03/2023
51860,UsNativeCampers,3/22/2023,Salt Lake City,SLC,Biggie Campervan,7,11,3/03/2023
51860,UsNativeCampers,3/22/2023,Salt Lake City,SLC,Smalls Campervan,6,6,3/03/2023
51860,UsNativeCampers,3/22/2023,Salt Lake City,SLC,Squad Campervan,8,3,3/03/2023
51860,UsNativeCampers,3/23/2023,Denver,DENVER,Biggie Campervan,7,9,3/03/2023
51860,UsNativeCampers,3/23/2023,Denver,DENVER,Smalls Campervan,6,5,3/03/2023
51860,UsNativeCampers,3/23/2023,Denver,DENVER,Squad Campervan,8,4,3/03/2023
51860,UsNativeCampers,3/23/2023,Denver,DENVER,The Caboose,10,2,3/03/2023
51860,UsNativeCampers,3/23/2023,Las Vegas,LAS VEGAS,Biggie Campervan,7,13,3/03/2023
51860,UsNativeCampers,3/23/2023,Las Vegas,LAS VEGAS,Smalls Campervan,6,20,3/03/2023
51860,UsNativeCampers,3/23/2023,Las Vegas,LAS VEGAS,Squad Campervan,8,6,3/03/2023
51860,UsNativeCampers,3/23/2023,Salt Lake City,SLC,Biggie Campervan,7,11,3/03/2023
51860,UsNativeCampers,3/23/2023,Salt Lake City,SLC,Smalls Campervan,6,6,3/03/2023
51860,UsNativeCampers,3/23/2023,Salt Lake City,SLC,Squad Campervan,8,3,3/03/2023
51860,UsNativeCampers,3/24/2023,Denver,DENVER,Biggie Campervan,7,9,3/03/2023
51860,UsNativeCampers,3/24/2023,Denver,DENVER,Smalls Campervan,6,5,3/03/2023
51860,UsNativeCampers,3/24/2023,Denver,DENVER,Squad Campervan,8,4,3/03/2023
51860,UsNativeCampers,3/24/2023,Denver,DENVER,The Caboose,10,2,3/03/2023
51860,UsNativeCampers,3/24/2023,Las Vegas,LAS VEGAS,Biggie Campervan,7,13,3/03/2023
51860,UsNativeCampers,3/24/2023,Las Vegas,LAS VEGAS,Smalls Campervan,6,20,3/03/2023
51860,UsNativeCampers,3/24/2023,Las Vegas,LAS VEGAS,Squad Campervan,8,6,3/03/2023
51860,UsNativeCampers,3/24/2023,Salt Lake City,SLC,Biggie Campervan,7,11,3/03/2023
51860,UsNativeCampers,3/24/2023,Salt Lake City,SLC,Smalls Campervan,6,6,3/03/2023
51860,UsNativeCampers,3/24/2023,Salt Lake City,SLC,Squad Campervan,8,3,3/03/2023
51860,UsNativeCampers,3/25/2023,Denver,DENVER,Biggie Campervan,7,9,3/03/2023
51860,UsNativeCampers,3/25/2023,Denver,DENVER,Smalls Campervan,6,5,3/03/2023
51860,UsNativeCampers,3/25/2023,Denver,DENVER,Squad Campervan,8,4,3/03/2023
51860,UsNativeCampers,3/25/2023,Denver,DENVER,The Caboose,10,2,3/03/2023
51860,UsNativeCampers,3/25/2023,Las Vegas,LAS VEGAS,Biggie Campervan,7,13,3/03/2023
51860,UsNativeCampers,3/25/2023,Las Vegas,LAS VEGAS,Smalls Campervan,6,20,3/03/2023
51860,UsNativeCampers,3/25/2023,Las Vegas,LAS VEGAS,Squad Campervan,8,6,3/03/2023
51860,UsNativeCampers,3/25/2023,Salt Lake City,SLC,Biggie Campervan,7,11,3/03/2023
51860,UsNativeCampers,3/25/2023,Salt Lake City,SLC,Smalls Campervan,6,6,3/03/2023
51860,UsNativeCampers,3/25/2023,Salt Lake City,SLC,Squad Campervan,8,3,3/03/2023
51860,UsNativeCampers,3/26/2023,Denver,DENVER,Biggie Campervan,7,9,3/03/2023
51860,UsNativeCampers,3/26/2023,Denver,DENVER,Smalls Campervan,6,5,3/03/2023
51860,UsNativeCampers,3/26/2023,Denver,DENVER,Squad Campervan,8,4,3/03/2023
51860,UsNativeCampers,3/26/2023,Denver,DENVER,The Caboose,10,2,3/03/2023
51860,UsNativeCampers,3/26/2023,Las Vegas,LAS VEGAS,Biggie Campervan,7,13,3/03/2023
51860,UsNativeCampers,3/26/2023,Las Vegas,LAS VEGAS,Smalls Campervan,6,20,3/03/2023
51860,UsNativeCampers,3/26/2023,Las Vegas,LAS VEGAS,Squad Campervan,8,6,3/03/2023
51860,UsNativeCampers,3/26/2023,Salt Lake City,SLC,Biggie Campervan,7,11,3/03/2023
51860,UsNativeCampers,3/26/2023,Salt Lake City,SLC,Smalls Campervan,6,6,3/03/2023
51860,UsNativeCampers,3/26/2023,Salt Lake City,SLC,Squad Campervan,8,3,3/03/2023
51860,UsNativeCampers,3/27/2023,Denver,DENVER,Biggie Campervan,7,9,3/03/2023
51860,UsNativeCampers,3/27/2023,Denver,DENVER,Smalls Campervan,6,5,3/03/2023
51860,UsNativeCampers,3/27/2023,Denver,DENVER,Squad Campervan,8,4,3/03/2023
51860,UsNativeCampers,3/27/2023,Denver,DENVER,The Caboose,10,2,3/03/2023
51860,UsNativeCampers,3/27/2023,Las Vegas,LAS VEGAS,Biggie Campervan,7,13,3/03/2023
51860,UsNativeCampers,3/27/2023,Las Vegas,LAS VEGAS,Smalls Campervan,6,19,3/03/2023
51860,UsNativeCampers,3/27/2023,Las Vegas,LAS VEGAS,Squad Campervan,8,6,3/03/2023
51860,UsNativeCampers,3/27/2023,Salt Lake City,SLC,Biggie Campervan,7,11,3/03/2023
51860,UsNativeCampers,3/27/2023,Salt Lake City,SLC,Smalls Campervan,6,7,3/03/2023
51860,UsNativeCampers,3/27/2023,Salt Lake City,SLC,Squad Campervan,8,3,3/03/2023
51860,UsNativeCampers,3/28/2023,Denver,DENVER,Biggie Campervan,7,9,3/03/2023
51860,UsNativeCampers,3/28/2023,Denver,DENVER,Smalls Campervan,6,5,3/03/2023
51860,UsNativeCampers,3/28/2023,Denver,DENVER,Squad Campervan,8,4,3/03/2023
51860,UsNativeCampers,3/28/2023,Denver,DENVER,The Caboose,10,2,3/03/2023
51860,UsNativeCampers,3/28/2023,Las Vegas,LAS VEGAS,Biggie Campervan,7,13,3/03/2023
51860,UsNativeCampers,3/28/2023,Las Vegas,LAS VEGAS,Smalls Campervan,6,19,3/03/2023
51860,UsNativeCampers,3/28/2023,Las Vegas,LAS VEGAS,Squad Campervan,8,6,3/03/2023
51860,UsNativeCampers,3/28/2023,Salt Lake City,SLC,Biggie Campervan,7,11,3/03/2023
51860,UsNativeCampers,3/28/2023,Salt Lake City,SLC,Smalls Campervan,6,7,3/03/2023
51860,UsNativeCampers,3/28/2023,Salt Lake City,SLC,Squad Campervan,8,3,3/03/2023
51860,UsNativeCampers,3/29/2023,Denver,DENVER,Biggie Campervan,7,9,3/03/2023
51860,UsNativeCampers,3/29/2023,Denver,DENVER,Smalls Campervan,6,5,3/03/2023
51860,UsNativeCampers,3/29/2023,Denver,DENVER,Squad Campervan,8,4,3/03/2023
51860,UsNativeCampers,3/29/2023,Denver,DENVER,The Caboose,10,2,3/03/2023
51860,UsNativeCampers,3/29/2023,Las Vegas,LAS VEGAS,Biggie Campervan,7,13,3/03/2023
51860,UsNativeCampers,3/29/2023,Las Vegas,LAS VEGAS,Smalls Campervan,6,19,3/03/2023
51860,UsNativeCampers,3/29/2023,Las Vegas,LAS VEGAS,Squad Campervan,8,6,3/03/2023
51860,UsNativeCampers,3/29/2023,Salt Lake City,SLC,Biggie Campervan,7,11,3/03/2023
51860,UsNativeCampers,3/29/2023,Salt Lake City,SLC,Smalls Campervan,6,7,3/03/2023
51860,UsNativeCampers,3/29/2023,Salt Lake City,SLC,Squad Campervan,8,3,3/03/2023
51860,UsNativeCampers,3/30/2023,Denver,DENVER,Biggie Campervan,7,9,3/03/2023
51860,UsNativeCampers,3/30/2023,Denver,DENVER,Smalls Campervan,6,5,3/03/2023
51860,UsNativeCampers,3/30/2023,Denver,DENVER,Squad Campervan,8,3,3/03/2023
51860,UsNativeCampers,3/30/2023,Denver,DENVER,The Caboose,10,2,3/03/2023
