BatchId,market,rentaldate,pickuplocation,locationcode,vehiclecategory,vehiclecategoryid,totalvehicles,extractdate
51860,UsNativeCampers,4/28/2023,Las Vegas,LAS VEGAS,Squad Campervan,8,6,3/03/2023
51860,UsNativeCampers,4/28/2023,Salt Lake City,SLC,Biggie Campervan,7,7,3/03/2023
51860,UsNativeCampers,4/28/2023,Salt Lake City,SLC,Smalls Campervan,6,8,3/03/2023
51860,UsNativeCampers,4/28/2023,Salt Lake City,SLC,Squad Campervan,8,4,3/03/2023
51860,UsNativeCampers,4/29/2023,Denver,DENVER,Biggie Campervan,7,10,3/03/2023
51860,UsNativeCampers,4/29/2023,Denver,DENVER,Smalls Campervan,6,4,3/03/2023
51860,UsNativeCampers,4/29/2023,Denver,DENVER,Squad Campervan,8,3,3/03/2023
51860,UsNativeCampers,4/29/2023,Denver,DENVER,The Caboose,10,2,3/03/2023
51860,UsNativeCampers,4/29/2023,Las Vegas,LAS VEGAS,Biggie Campervan,7,16,3/03/2023
51860,UsNativeCampers,4/29/2023,Las Vegas,LAS VEGAS,Smalls Campervan,6,19,3/03/2023
51860,UsNativeCampers,4/29/2023,Las Vegas,LAS VEGAS,Squad Campervan,8,6,3/03/2023
51860,UsNativeCampers,4/29/2023,Salt Lake City,SLC,Biggie Campervan,7,7,3/03/2023
51860,UsNativeCampers,4/29/2023,Salt Lake City,SLC,Smalls Campervan,6,8,3/03/2023
51860,UsNativeCampers,4/29/2023,Salt Lake City,SLC,Squad Campervan,8,4,3/03/2023
51860,UsNativeCampers,4/30/2023,Denver,DENVER,Biggie Campervan,7,10,3/03/2023
51860,UsNativeCampers,4/30/2023,Denver,DENVER,Smalls Campervan,6,4,3/03/2023
51860,UsNativeCampers,4/30/2023,Denver,DENVER,Squad Campervan,8,3,3/03/2023
51860,UsNativeCampers,4/30/2023,Denver,DENVER,The Caboose,10,2,3/03/2023
51860,UsNativeCampers,4/30/2023,Las Vegas,LAS VEGAS,Biggie Campervan,7,16,3/03/2023
51860,UsNativeCampers,4/30/2023,Las Vegas,LAS VEGAS,Smalls Campervan,6,19,3/03/2023
51860,UsNativeCampers,4/30/2023,Las Vegas,LAS VEGAS,Squad Campervan,8,6,3/03/2023
51860,UsNativeCampers,4/30/2023,Salt Lake City,SLC,Biggie Campervan,7,7,3/03/2023
51860,UsNativeCampers,4/30/2023,Salt Lake City,SLC,Smalls Campervan,6,8,3/03/2023
51860,UsNativeCampers,4/30/2023,Salt Lake City,SLC,Squad Campervan,8,4,3/03/2023
51860,UsNativeCampers,5/01/2023,Denver,DENVER,Biggie Campervan,7,10,3/03/2023
51860,UsNativeCampers,5/01/2023,Denver,DENVER,Smalls Campervan,6,4,3/03/2023
51860,UsNativeCampers,5/01/2023,Denver,DENVER,Squad Campervan,8,3,3/03/2023
51860,UsNativeCampers,5/01/2023,Denver,DENVER,The Caboose,10,2,3/03/2023
51860,UsNativeCampers,5/01/2023,Las Vegas,LAS VEGAS,Biggie Campervan,7,16,3/03/2023
51860,UsNativeCampers,5/01/2023,Las Vegas,LAS VEGAS,Smalls Campervan,6,19,3/03/2023
51860,UsNativeCampers,5/01/2023,Las Vegas,LAS VEGAS,Squad Campervan,8,6,3/03/2023
51860,UsNativeCampers,5/01/2023,Salt Lake City,SLC,Biggie Campervan,7,7,3/03/2023
51860,UsNativeCampers,5/01/2023,Salt Lake City,SLC,Smalls Campervan,6,8,3/03/2023
51860,UsNativeCampers,5/01/2023,Salt Lake City,SLC,Squad Campervan,8,4,3/03/2023
51860,UsNativeCampers,5/02/2023,Denver,DENVER,Biggie Campervan,7,10,3/03/2023
51860,UsNativeCampers,5/02/2023,Denver,DENVER,Smalls Campervan,6,4,3/03/2023
51860,UsNativeCampers,5/02/2023,Denver,DENVER,Squad Campervan,8,3,3/03/2023
51860,UsNativeCampers,5/02/2023,Denver,DENVER,The Caboose,10,2,3/03/2023
51860,UsNativeCampers,5/02/2023,Las Vegas,LAS VEGAS,Biggie Campervan,7,16,3/03/2023
51860,UsNativeCampers,5/02/2023,Las Vegas,LAS VEGAS,Smalls Campervan,6,19,3/03/2023
51860,UsNativeCampers,5/02/2023,Las Vegas,LAS VEGAS,Squad Campervan,8,6,3/03/2023
51860,UsNativeCampers,5/02/2023,Salt Lake City,SLC,Biggie Campervan,7,7,3/03/2023
51860,UsNativeCampers,5/02/2023,Salt Lake City,SLC,Smalls Campervan,6,8,3/03/2023
51860,UsNativeCampers,5/02/2023,Salt Lake City,SLC,Squad Campervan,8,4,3/03/2023
51860,UsNativeCampers,5/03/2023,Denver,DENVER,Biggie Campervan,7,10,3/03/2023
51860,UsNativeCampers,5/03/2023,Denver,DENVER,Smalls Campervan,6,4,3/03/2023
51860,UsNativeCampers,5/03/2023,Denver,DENVER,Squad Campervan,8,3,3/03/2023
51860,UsNativeCampers,5/03/2023,Denver,DENVER,The Caboose,10,2,3/03/2023
51860,UsNativeCampers,5/03/2023,Las Vegas,LAS VEGAS,Biggie Campervan,7,16,3/03/2023
51860,UsNativeCampers,5/03/2023,Las Vegas,LAS VEGAS,Smalls Campervan,6,19,3/03/2023
51860,UsNativeCampers,5/03/2023,Las Vegas,LAS VEGAS,Squad Campervan,8,5,3/03/2023
51860,UsNativeCampers,5/03/2023,Salt Lake City,SLC,Biggie Campervan,7,7,3/03/2023
51860,UsNativeCampers,5/03/2023,Salt Lake City,SLC,Smalls Campervan,6,8,3/03/2023
51860,UsNativeCampers,5/03/2023,Salt Lake City,SLC,Squad Campervan,8,5,3/03/2023
51860,UsNativeCampers,5/04/2023,Denver,DENVER,Biggie Campervan,7,10,3/03/2023
51860,UsNativeCampers,5/04/2023,Denver,DENVER,Smalls Campervan,6,4,3/03/2023
51860,UsNativeCampers,5/04/2023,Denver,DENVER,Squad Campervan,8,3,3/03/2023
51860,UsNativeCampers,5/04/2023,Denver,DENVER,The Caboose,10,2,3/03/2023
51860,UsNativeCampers,5/04/2023,Las Vegas,LAS VEGAS,Biggie Campervan,7,16,3/03/2023
51860,UsNativeCampers,5/04/2023,Las Vegas,LAS VEGAS,Smalls Campervan,6,19,3/03/2023
51860,UsNativeCampers,5/04/2023,Las Vegas,LAS VEGAS,Squad Campervan,8,5,3/03/2023
51860,UsNativeCampers,5/04/2023,Salt Lake City,SLC,Biggie Campervan,7,7,3/03/2023
51860,UsNativeCampers,5/04/2023,Salt Lake City,SLC,Smalls Campervan,6,8,3/03/2023
51860,UsNativeCampers,5/04/2023,Salt Lake City,SLC,Squad Campervan,8,5,3/03/2023
51860,UsNativeCampers,5/05/2023,Denver,DENVER,Biggie Campervan,7,10,3/03/2023
51860,UsNativeCampers,5/05/2023,Denver,DENVER,Smalls Campervan,6,4,3/03/2023
51860,UsNativeCampers,5/05/2023,Denver,DENVER,Squad Campervan,8,3,3/03/2023
51860,UsNativeCampers,5/05/2023,Denver,DENVER,The Caboose,10,2,3/03/2023
51860,UsNativeCampers,5/05/2023,Las Vegas,LAS VEGAS,Biggie Campervan,7,16,3/03/2023
51860,UsNativeCampers,5/05/2023,Las Vegas,LAS VEGAS,Smalls Campervan,6,19,3/03/2023
51860,UsNativeCampers,5/05/2023,Las Vegas,LAS VEGAS,Squad Campervan,8,5,3/03/2023
51860,UsNativeCampers,5/05/2023,Salt Lake City,SLC,Biggie Campervan,7,7,3/03/2023
51860,UsNativeCampers,5/05/2023,Salt Lake City,SLC,Smalls Campervan,6,8,3/03/2023
51860,UsNativeCampers,5/05/2023,Salt Lake City,SLC,Squad Campervan,8,5,3/03/2023
51860,UsNativeCampers,5/06/2023,Denver,DENVER,Biggie Campervan,7,10,3/03/2023
51860,UsNativeCampers,5/06/2023,Denver,DENVER,Smalls Campervan,6,4,3/03/2023
51860,UsNativeCampers,5/06/2023,Denver,DENVER,Squad Campervan,8,3,3/03/2023
51860,UsNativeCampers,5/06/2023,Denver,DENVER,The Caboose,10,2,3/03/2023
51860,UsNativeCampers,5/06/2023,Las Vegas,LAS VEGAS,Biggie Campervan,7,16,3/03/2023
51860,UsNativeCampers,5/06/2023,Las Vegas,LAS VEGAS,Smalls Campervan,6,19,3/03/2023
51860,UsNativeCampers,5/06/2023,Las Vegas,LAS VEGAS,Squad Campervan,8,5,3/03/2023
51860,UsNativeCampers,5/06/2023,Salt Lake City,SLC,Biggie Campervan,7,7,3/03/2023
51860,UsNativeCampers,5/06/2023,Salt Lake City,SLC,Smalls Campervan,6,8,3/03/2023
51860,UsNativeCampers,5/06/2023,Salt Lake City,SLC,Squad Campervan,8,5,3/03/2023
51860,UsNativeCampers,5/07/2023,Denver,DENVER,Biggie Campervan,7,10,3/03/2023
51860,UsNativeCampers,5/07/2023,Denver,DENVER,Smalls Campervan,6,4,3/03/2023
51860,UsNativeCampers,5/07/2023,Denver,DENVER,Squad Campervan,8,3,3/03/2023
51860,UsNativeCampers,5/07/2023,Denver,DENVER,The Caboose,10,2,3/03/2023
51860,UsNativeCampers,5/07/2023,Las Vegas,LAS VEGAS,Biggie Campervan,7,16,3/03/2023
51860,UsNativeCampers,5/07/2023,Las Vegas,LAS VEGAS,Smalls Campervan,6,19,3/03/2023
51860,UsNativeCampers,5/07/2023,Las Vegas,LAS VEGAS,Squad Campervan,8,5,3/03/2023
51860,UsNativeCampers,5/07/2023,Salt Lake City,SLC,Biggie Campervan,7,7,3/03/2023
51860,UsNativeCampers,5/07/2023,Salt Lake City,SLC,Smalls Campervan,6,8,3/03/2023
51860,UsNativeCampers,5/07/2023,Salt Lake City,SLC,Squad Campervan,8,5,3/03/2023
51860,UsNativeCampers,5/08/2023,Denver,DENVER,Biggie Campervan,7,10,3/03/2023
51860,UsNativeCampers,5/08/2023,Denver,DENVER,Smalls Campervan,6,4,3/03/2023
51860,UsNativeCampers,5/08/2023,Denver,DENVER,Squad Campervan,8,3,3/03/2023
51860,UsNativeCampers,5/08/2023,Denver,DENVER,The Caboose,10,2,3/03/2023
51860,UsNativeCampers,5/08/2023,Las Vegas,LAS VEGAS,Biggie Campervan,7,16,3/03/2023
51860,UsNativeCampers,5/08/2023,Las Vegas,LAS VEGAS,Smalls Campervan,6,19,3/03/2023
51860,UsNativeCampers,5/08/2023,Las Vegas,LAS VEGAS,Squad Campervan,8,5,3/03/2023
51860,UsNativeCampers,5/08/2023,Salt Lake City,SLC,Biggie Campervan,7,7,3/03/2023
51860,UsNativeCampers,5/08/2023,Salt Lake City,SLC,Smalls Campervan,6,8,3/03/2023
51860,UsNativeCampers,5/08/2023,Salt Lake City,SLC,Squad Campervan,8,5,3/03/2023
51860,UsNativeCampers,5/09/2023,Denver,DENVER,Biggie Campervan,7,10,3/03/2023
51860,UsNativeCampers,5/09/2023,Denver,DENVER,Smalls Campervan,6,4,3/03/2023
51860,UsNativeCampers,5/09/2023,Denver,DENVER,Squad Campervan,8,3,3/03/2023
51860,UsNativeCampers,5/09/2023,Denver,DENVER,The Caboose,10,2,3/03/2023
51860,UsNativeCampers,5/09/2023,Las Vegas,LAS VEGAS,Biggie Campervan,7,15,3/03/2023
51860,UsNativeCampers,5/09/2023,Las Vegas,LAS VEGAS,Smalls Campervan,6,19,3/03/2023
51860,UsNativeCampers,5/09/2023,Las Vegas,LAS VEGAS,Squad Campervan,8,5,3/03/2023
51860,UsNativeCampers,5/09/2023,Salt Lake City,SLC,Biggie Campervan,7,8,3/03/2023
51860,UsNativeCampers,5/09/2023,Salt Lake City,SLC,Smalls Campervan,6,8,3/03/2023
51860,UsNativeCampers,5/09/2023,Salt Lake City,SLC,Squad Campervan,8,5,3/03/2023
51860,UsNativeCampers,5/10/2023,Denver,DENVER,Biggie Campervan,7,10,3/03/2023
51860,UsNativeCampers,5/10/2023,Denver,DENVER,Smalls Campervan,6,4,3/03/2023
51860,UsNativeCampers,5/10/2023,Denver,DENVER,Squad Campervan,8,3,3/03/2023
51860,UsNativeCampers,5/10/2023,Denver,DENVER,The Caboose,10,2,3/03/2023
51860,UsNativeCampers,5/10/2023,Las Vegas,LAS VEGAS,Biggie Campervan,7,15,3/03/2023
51860,UsNativeCampers,5/10/2023,Las Vegas,LAS VEGAS,Smalls Campervan,6,19,3/03/2023
51860,UsNativeCampers,5/10/2023,Las Vegas,LAS VEGAS,Squad Campervan,8,5,3/03/2023
51860,UsNativeCampers,5/10/2023,Salt Lake City,SLC,Biggie Campervan,7,8,3/03/2023
51860,UsNativeCampers,5/10/2023,Salt Lake City,SLC,Smalls Campervan,6,8,3/03/2023
51860,UsNativeCampers,5/10/2023,Salt Lake City,SLC,Squad Campervan,8,5,3/03/2023
51860,UsNativeCampers,5/11/2023,Denver,DENVER,Biggie Campervan,7,10,3/03/2023
51860,UsNativeCampers,5/11/2023,Denver,DENVER,Smalls Campervan,6,4,3/03/2023
51860,UsNativeCampers,5/11/2023,Denver,DENVER,Squad Campervan,8,3,3/03/2023
51860,UsNativeCampers,5/11/2023,Denver,DENVER,The Caboose,10,2,3/03/2023
51860,UsNativeCampers,5/11/2023,Las Vegas,LAS VEGAS,Biggie Campervan,7,15,3/03/2023
51860,UsNativeCampers,5/11/2023,Las Vegas,LAS VEGAS,Smalls Campervan,6,19,3/03/2023
51860,UsNativeCampers,5/11/2023,Las Vegas,LAS VEGAS,Squad Campervan,8,5,3/03/2023
51860,UsNativeCampers,5/11/2023,Salt Lake City,SLC,Biggie Campervan,7,8,3/03/2023
51860,UsNativeCampers,5/11/2023,Salt Lake City,SLC,Smalls Campervan,6,8,3/03/2023
51860,UsNativeCampers,5/11/2023,Salt Lake City,SLC,Squad Campervan,8,5,3/03/2023
51860,UsNativeCampers,5/12/2023,Denver,DENVER,Biggie Campervan,7,10,3/03/2023
51860,UsNativeCampers,5/12/2023,Denver,DENVER,Smalls Campervan,6,4,3/03/2023
51860,UsNativeCampers,5/12/2023,Denver,DENVER,Squad Campervan,8,3,3/03/2023
51860,UsNativeCampers,5/12/2023,Denver,DENVER,The Caboose,10,2,3/03/2023
51860,UsNativeCampers,5/12/2023,Las Vegas,LAS VEGAS,Biggie Campervan,7,15,3/03/2023
51860,UsNativeCampers,5/12/2023,Las Vegas,LAS VEGAS,Smalls Campervan,6,19,3/03/2023
51860,UsNativeCampers,5/12/2023,Las Vegas,LAS VEGAS,Squad Campervan,8,5,3/03/2023
51860,UsNativeCampers,5/12/2023,Salt Lake City,SLC,Biggie Campervan,7,8,3/03/2023
51860,UsNativeCampers,5/12/2023,Salt Lake City,SLC,Smalls Campervan,6,8,3/03/2023
51860,UsNativeCampers,5/12/2023,Salt Lake City,SLC,Squad Campervan,8,5,3/03/2023
51860,UsNativeCampers,5/13/2023,Denver,DENVER,Biggie Campervan,7,10,3/03/2023
51860,UsNativeCampers,5/13/2023,Denver,DENVER,Smalls Campervan,6,4,3/03/2023
51860,UsNativeCampers,5/13/2023,Denver,DENVER,Squad Campervan,8,3,3/03/2023
51860,UsNativeCampers,5/13/2023,Denver,DENVER,The Caboose,10,2,3/03/2023
51860,UsNativeCampers,5/13/2023,Las Vegas,LAS VEGAS,Biggie Campervan,7,15,3/03/2023
51860,UsNativeCampers,5/13/2023,Las Vegas,LAS VEGAS,Smalls Campervan,6,19,3/03/2023
51860,UsNativeCampers,5/13/2023,Las Vegas,LAS VEGAS,Squad Campervan,8,5,3/03/2023
51860,UsNativeCampers,5/13/2023,Salt Lake City,SLC,Biggie Campervan,7,8,3/03/2023
51860,UsNativeCampers,5/13/2023,Salt Lake City,SLC,Smalls Campervan,6,8,3/03/2023
51860,UsNativeCampers,5/13/2023,Salt Lake City,SLC,Squad Campervan,8,5,3/03/2023
51860,UsNativeCampers,5/14/2023,Denver,DENVER,Biggie Campervan,7,10,3/03/2023
51860,UsNativeCampers,5/14/2023,Denver,DENVER,Smalls Campervan,6,4,3/03/2023
51860,UsNativeCampers,5/14/2023,Denver,DENVER,Squad Campervan,8,3,3/03/2023
51860,UsNativeCampers,5/14/2023,Denver,DENVER,The Caboose,10,2,3/03/2023
51860,UsNativeCampers,5/14/2023,Las Vegas,LAS VEGAS,Biggie Campervan,7,15,3/03/2023
51860,UsNativeCampers,5/14/2023,Las Vegas,LAS VEGAS,Smalls Campervan,6,19,3/03/2023
51860,UsNativeCampers,5/14/2023,Las Vegas,LAS VEGAS,Squad Campervan,8,5,3/03/2023
51860,UsNativeCampers,5/14/2023,Salt Lake City,SLC,Biggie Campervan,7,8,3/03/2023
51860,UsNativeCampers,5/14/2023,Salt Lake City,SLC,Smalls Campervan,6,8,3/03/2023
51860,UsNativeCampers,5/14/2023,Salt Lake City,SLC,Squad Campervan,8,5,3/03/2023
51860,UsNativeCampers,5/15/2023,Denver,DENVER,Biggie Campervan,7,10,3/03/2023
51860,UsNativeCampers,5/15/2023,Denver,DENVER,Smalls Campervan,6,4,3/03/2023
51860,UsNativeCampers,5/15/2023,Denver,DENVER,Squad Campervan,8,3,3/03/2023
51860,UsNativeCampers,5/15/2023,Denver,DENVER,The Caboose,10,2,3/03/2023
51860,UsNativeCampers,5/15/2023,Las Vegas,LAS VEGAS,Biggie Campervan,7,14,3/03/2023
51860,UsNativeCampers,5/15/2023,Las Vegas,LAS VEGAS,Smalls Campervan,6,18,3/03/2023
51860,UsNativeCampers,5/15/2023,Las Vegas,LAS VEGAS,Squad Campervan,8,5,3/03/2023
51860,UsNativeCampers,5/15/2023,Salt Lake City,SLC,Biggie Campervan,7,9,3/03/2023
51860,UsNativeCampers,5/15/2023,Salt Lake City,SLC,Smalls Campervan,6,9,3/03/2023
51860,UsNativeCampers,5/15/2023,Salt Lake City,SLC,Squad Campervan,8,5,3/03/2023
51860,UsNativeCampers,5/16/2023,Denver,DENVER,Biggie Campervan,7,10,3/03/2023
51860,UsNativeCampers,5/16/2023,Denver,DENVER,Smalls Campervan,6,4,3/03/2023
51860,UsNativeCampers,5/16/2023,Denver,DENVER,Squad Campervan,8,3,3/03/2023
51860,UsNativeCampers,5/16/2023,Denver,DENVER,The Caboose,10,2,3/03/2023
51860,UsNativeCampers,5/16/2023,Las Vegas,LAS VEGAS,Biggie Campervan,7,14,3/03/2023
51860,UsNativeCampers,5/16/2023,Las Vegas,LAS VEGAS,Smalls Campervan,6,18,3/03/2023
51860,UsNativeCampers,5/16/2023,Las Vegas,LAS VEGAS,Squad Campervan,8,5,3/03/2023
51860,UsNativeCampers,5/16/2023,Salt Lake City,SLC,Biggie Campervan,7,9,3/03/2023
51860,UsNativeCampers,5/16/2023,Salt Lake City,SLC,Smalls Campervan,6,9,3/03/2023
51860,UsNativeCampers,5/16/2023,Salt Lake City,SLC,Squad Campervan,8,5,3/03/2023
51860,UsNativeCampers,5/17/2023,Denver,DENVER,Biggie Campervan,7,10,3/03/2023
51860,UsNativeCampers,5/17/2023,Denver,DENVER,Smalls Campervan,6,4,3/03/2023
51860,UsNativeCampers,5/17/2023,Denver,DENVER,Squad Campervan,8,3,3/03/2023
51860,UsNativeCampers,5/17/2023,Denver,DENVER,The Caboose,10,2,3/03/2023
51860,UsNativeCampers,5/17/2023,Las Vegas,LAS VEGAS,Biggie Campervan,7,14,3/03/2023
51860,UsNativeCampers,5/17/2023,Las Vegas,LAS VEGAS,Smalls Campervan,6,19,3/03/2023
51860,UsNativeCampers,5/17/2023,Las Vegas,LAS VEGAS,Squad Campervan,8,5,3/03/2023
51860,UsNativeCampers,5/17/2023,Salt Lake City,SLC,Biggie Campervan,7,9,3/03/2023
51860,UsNativeCampers,5/17/2023,Salt Lake City,SLC,Smalls Campervan,6,8,3/03/2023
51860,UsNativeCampers,5/17/2023,Salt Lake City,SLC,Squad Campervan,8,5,3/03/2023
51860,UsNativeCampers,5/18/2023,Denver,DENVER,Biggie Campervan,7,10,3/03/2023
51860,UsNativeCampers,5/18/2023,Denver,DENVER,Smalls Campervan,6,4,3/03/2023
51860,UsNativeCampers,5/18/2023,Denver,DENVER,Squad Campervan,8,3,3/03/2023
51860,UsNativeCampers,5/18/2023,Denver,DENVER,The Caboose,10,2,3/03/2023
51860,UsNativeCampers,5/18/2023,Las Vegas,LAS VEGAS,Biggie Campervan,7,14,3/03/2023
51860,UsNativeCampers,5/18/2023,Las Vegas,LAS VEGAS,Smalls Campervan,6,19,3/03/2023
51860,UsNativeCampers,5/18/2023,Las Vegas,LAS VEGAS,Squad Campervan,8,5,3/03/2023
51860,UsNativeCampers,5/18/2023,Salt Lake City,SLC,Biggie Campervan,7,9,3/03/2023
51860,UsNativeCampers,5/18/2023,Salt Lake City,SLC,Smalls Campervan,6,8,3/03/2023
51860,UsNativeCampers,5/18/2023,Salt Lake City,SLC,Squad Campervan,8,5,3/03/2023
51860,UsNativeCampers,5/19/2023,Denver,DENVER,Biggie Campervan,7,9,3/03/2023
51860,UsNativeCampers,5/19/2023,Denver,DENVER,Smalls Campervan,6,5,3/03/2023
51860,UsNativeCampers,5/19/2023,Denver,DENVER,Squad Campervan,8,3,3/03/2023
51860,UsNativeCampers,5/19/2023,Denver,DENVER,The Caboose,10,2,3/03/2023
51860,UsNativeCampers,5/19/2023,Las Vegas,LAS VEGAS,Biggie Campervan,7,15,3/03/2023
51860,UsNativeCampers,5/19/2023,Las Vegas,LAS VEGAS,Smalls Campervan,6,18,3/03/2023
51860,UsNativeCampers,5/19/2023,Las Vegas,LAS VEGAS,Squad Campervan,8,5,3/03/2023
51860,UsNativeCampers,5/19/2023,Salt Lake City,SLC,Biggie Campervan,7,9,3/03/2023
51860,UsNativeCampers,5/19/2023,Salt Lake City,SLC,Smalls Campervan,6,8,3/03/2023
51860,UsNativeCampers,5/19/2023,Salt Lake City,SLC,Squad Campervan,8,5,3/03/2023
51860,UsNativeCampers,5/20/2023,Denver,DENVER,Biggie Campervan,7,9,3/03/2023
51860,UsNativeCampers,5/20/2023,Denver,DENVER,Smalls Campervan,6,5,3/03/2023
51860,UsNativeCampers,5/20/2023,Denver,DENVER,Squad Campervan,8,3,3/03/2023
51860,UsNativeCampers,5/20/2023,Denver,DENVER,The Caboose,10,2,3/03/2023
51860,UsNativeCampers,5/20/2023,Las Vegas,LAS VEGAS,Biggie Campervan,7,15,3/03/2023
51860,UsNativeCampers,5/20/2023,Las Vegas,LAS VEGAS,Smalls Campervan,6,18,3/03/2023
51860,UsNativeCampers,5/20/2023,Las Vegas,LAS VEGAS,Squad Campervan,8,5,3/03/2023
51860,UsNativeCampers,5/20/2023,Salt Lake City,SLC,Biggie Campervan,7,9,3/03/2023
51860,UsNativeCampers,5/20/2023,Salt Lake City,SLC,Smalls Campervan,6,8,3/03/2023
51860,UsNativeCampers,5/20/2023,Salt Lake City,SLC,Squad Campervan,8,5,3/03/2023
51860,UsNativeCampers,5/21/2023,Denver,DENVER,Biggie Campervan,7,9,3/03/2023
51860,UsNativeCampers,5/21/2023,Denver,DENVER,Smalls Campervan,6,4,3/03/2023
51860,UsNativeCampers,5/21/2023,Denver,DENVER,Squad Campervan,8,3,3/03/2023
51860,UsNativeCampers,5/21/2023,Denver,DENVER,The Caboose,10,2,3/03/2023
51860,UsNativeCampers,5/21/2023,Las Vegas,LAS VEGAS,Biggie Campervan,7,15,3/03/2023
51860,UsNativeCampers,5/21/2023,Las Vegas,LAS VEGAS,Smalls Campervan,6,19,3/03/2023
51860,UsNativeCampers,5/21/2023,Las Vegas,LAS VEGAS,Squad Campervan,8,4,3/03/2023
51860,UsNativeCampers,5/21/2023,Salt Lake City,SLC,Biggie Campervan,7,9,3/03/2023
51860,UsNativeCampers,5/21/2023,Salt Lake City,SLC,Smalls Campervan,6,8,3/03/2023
51860,UsNativeCampers,5/21/2023,Salt Lake City,SLC,Squad Campervan,8,6,3/03/2023
51860,UsNativeCampers,5/22/2023,Denver,DENVER,Biggie Campervan,7,9,3/03/2023
51860,UsNativeCampers,5/22/2023,Denver,DENVER,Smalls Campervan,6,4,3/03/2023
51860,UsNativeCampers,5/22/2023,Denver,DENVER,Squad Campervan,8,3,3/03/2023
51860,UsNativeCampers,5/22/2023,Denver,DENVER,The Caboose,10,2,3/03/2023
51860,UsNativeCampers,5/22/2023,Las Vegas,LAS VEGAS,Biggie Campervan,7,15,3/03/2023
51860,UsNativeCampers,5/22/2023,Las Vegas,LAS VEGAS,Smalls Campervan,6,19,3/03/2023
51860,UsNativeCampers,5/22/2023,Las Vegas,LAS VEGAS,Squad Campervan,8,4,3/03/2023
51860,UsNativeCampers,5/22/2023,Salt Lake City,SLC,Biggie Campervan,7,9,3/03/2023
51860,UsNativeCampers,5/22/2023,Salt Lake City,SLC,Smalls Campervan,6,8,3/03/2023
51860,UsNativeCampers,5/22/2023,Salt Lake City,SLC,Squad Campervan,8,6,3/03/2023
51860,UsNativeCampers,5/23/2023,Denver,DENVER,Biggie Campervan,7,9,3/03/2023
51860,UsNativeCampers,5/23/2023,Denver,DENVER,Smalls Campervan,6,4,3/03/2023
51860,UsNativeCampers,5/23/2023,Denver,DENVER,Squad Campervan,8,3,3/03/2023
51860,UsNativeCampers,5/23/2023,Denver,DENVER,The Caboose,10,2,3/03/2023
51860,UsNativeCampers,5/23/2023,Las Vegas,LAS VEGAS,Biggie Campervan,7,15,3/03/2023
51860,UsNativeCampers,5/23/2023,Las Vegas,LAS VEGAS,Smalls Campervan,6,19,3/03/2023
51860,UsNativeCampers,5/23/2023,Las Vegas,LAS VEGAS,Squad Campervan,8,4,3/03/2023
51860,UsNativeCampers,5/23/2023,Salt Lake City,SLC,Biggie Campervan,7,9,3/03/2023
51860,UsNativeCampers,5/23/2023,Salt Lake City,SLC,Smalls Campervan,6,8,3/03/2023
51860,UsNativeCampers,5/23/2023,Salt Lake City,SLC,Squad Campervan,8,6,3/03/2023
51860,UsNativeCampers,5/24/2023,Denver,DENVER,Biggie Campervan,7,8,3/03/2023
51860,UsNativeCampers,5/24/2023,Denver,DENVER,Smalls Campervan,6,4,3/03/2023
51860,UsNativeCampers,5/24/2023,Denver,DENVER,Squad Campervan,8,3,3/03/2023
51860,UsNativeCampers,5/24/2023,Denver,DENVER,The Caboose,10,2,3/03/2023
51860,UsNativeCampers,5/24/2023,Las Vegas,LAS VEGAS,Biggie Campervan,7,16,3/03/2023
51860,UsNativeCampers,5/24/2023,Las Vegas,LAS VEGAS,Smalls Campervan,6,19,3/03/2023
51860,UsNativeCampers,5/24/2023,Las Vegas,LAS VEGAS,Squad Campervan,8,4,3/03/2023
51860,UsNativeCampers,5/24/2023,Salt Lake City,SLC,Biggie Campervan,7,9,3/03/2023
51860,UsNativeCampers,5/24/2023,Salt Lake City,SLC,Smalls Campervan,6,8,3/03/2023
51860,UsNativeCampers,5/24/2023,Salt Lake City,SLC,Squad Campervan,8,6,3/03/2023
51860,UsNativeCampers,5/25/2023,Denver,DENVER,Biggie Campervan,7,8,3/03/2023
51860,UsNativeCampers,5/25/2023,Denver,DENVER,Smalls Campervan,6,4,3/03/2023
51860,UsNativeCampers,5/25/2023,Denver,DENVER,Squad Campervan,8,3,3/03/2023
51860,UsNativeCampers,5/25/2023,Denver,DENVER,The Caboose,10,2,3/03/2023
51860,UsNativeCampers,5/25/2023,Las Vegas,LAS VEGAS,Biggie Campervan,7,16,3/03/2023
51860,UsNativeCampers,5/25/2023,Las Vegas,LAS VEGAS,Smalls Campervan,6,19,3/03/2023
51860,UsNativeCampers,5/25/2023,Las Vegas,LAS VEGAS,Squad Campervan,8,4,3/03/2023
51860,UsNativeCampers,5/25/2023,Salt Lake City,SLC,Biggie Campervan,7,9,3/03/2023
51860,UsNativeCampers,5/25/2023,Salt Lake City,SLC,Smalls Campervan,6,8,3/03/2023
51860,UsNativeCampers,5/25/2023,Salt Lake City,SLC,Squad Campervan,8,6,3/03/2023
51860,UsNativeCampers,5/26/2023,Denver,DENVER,Biggie Campervan,7,8,3/03/2023
51860,UsNativeCampers,5/26/2023,Denver,DENVER,Smalls Campervan,6,4,3/03/2023
